,Relative Gain,Fold,Prototype,Data Dimension,Center Dimension,Data Set
352,0.1953858107704265,4,flag_median,2,8,salmonella_Liver
353,-4.3955850743682134e-06,0,eigengene,1,1,salmonella_Liver_susceptible
354,0.008193415759292666,1,eigengene,1,1,salmonella_Liver_susceptible
355,0.013270749484072697,2,eigengene,1,1,salmonella_Liver_susceptible
356,0.03310710936630801,3,eigengene,1,1,salmonella_Liver_susceptible
357,-0.041289680974233134,4,eigengene,1,1,salmonella_Liver_susceptible
358,-0.02747680229977012,0,flag_mean,1,1,salmonella_Liver_susceptible
359,-0.05328179251871301,1,flag_mean,1,1,salmonella_Liver_susceptible
360,0.004421223287705223,2,flag_mean,1,1,salmonella_Liver_susceptible
361,0.013239664955417396,3,flag_mean,1,1,salmonella_Liver_susceptible
362,-0.027528288835107162,4,flag_mean,1,1,salmonella_Liver_susceptible
363,-0.005498876928013541,0,flag_median,1,1,salmonella_Liver_susceptible
364,-0.08606857026698267,1,flag_median,1,1,salmonella_Liver_susceptible
365,-0.004428302908662252,2,flag_median,1,1,salmonella_Liver_susceptible
366,-0.006627779455473104,3,flag_median,1,1,salmonella_Liver_susceptible
367,-0.05963820382640084,4,flag_median,1,1,salmonella_Liver_susceptible
368,-0.05328179251871301,1,module_expression,1,1,salmonella_Liver_susceptible
369,0.013239664955417396,3,module_expression,1,1,salmonella_Liver_susceptible
370,-0.027528288835107273,4,module_expression,1,1,salmonella_Liver_susceptible
371,0.01647904844374315,0,eigengene,1,2,salmonella_Liver_susceptible
372,0.02458680463342744,1,eigengene,1,2,salmonella_Liver_susceptible
373,0.02212027568044017,2,eigengene,1,2,salmonella_Liver_susceptible
374,-0.14679368737419773,4,eigengene,1,2,salmonella_Liver_susceptible
375,0.05327523516316335,1,eigengene,1,4,salmonella_Liver_susceptible
