,Data Set,Center Dimension,Fold,Module Number,Explained Variance,Size
0,salmonella_Liver_tolerant,1,2,3,0.6552753543961217,1704
0,salmonella_Liver_tolerant,1,2,4,0.23646656763328713,1422
0,salmonella_Liver_tolerant,1,2,5,0.47453659398443326,3064
0,salmonella_Liver_tolerant,1,2,6,0.410422244975476,1435
0,salmonella_Liver_tolerant,1,2,7,0.6371091933413883,1506
0,salmonella_Liver_tolerant,1,2,8,0.4713746769181689,624
0,salmonella_Liver_tolerant,1,2,9,0.3660149870214425,1040
0,salmonella_Liver_tolerant,1,2,10,0.37024852822663556,704
0,salmonella_Liver_tolerant,1,2,11,0.3015363210104109,872
0,salmonella_Liver_tolerant,1,2,12,0.4720903916048853,1464
0,salmonella_Liver_tolerant,1,2,13,0.22166789319638147,1469
0,salmonella_Liver_tolerant,1,2,14,0.2236652839430666,1327
0,salmonella_Liver_tolerant,1,2,15,0.39251831204271814,1083
0,salmonella_Liver_tolerant,1,2,16,0.36061680256811407,3663
0,salmonella_Liver_tolerant,1,2,17,0.24865914314415916,1137
0,ebola_Liver_Tolerant,1,4,0,0.9626650962390738,840
0,ebola_Liver_Tolerant,1,4,1,0.5603021763405436,3130
0,ebola_Spleen,1,2,0,0.9892442768614109,970
0,ebola_Spleen,1,2,1,0.565143811252582,639
0,ebola_Spleen,1,2,2,0.6762277443851202,2433
0,ebola_Spleen_Lethal,1,1,0,0.9291982734776997,2609
0,ebola_Spleen_Lethal,1,1,1,0.6375063467290115,1407
0,gse73072_hrv_48_64_shedder48_64,1,2,0,0.5532895499334358,921
0,gse73072_hrv_48_64_shedder48_64,1,2,1,0.4460048755655595,476
0,gse73072_hrv_48_64_shedder48_64,1,2,2,0.18755058241002123,240
0,gse73072_hrv_48_64_shedder48_64,1,2,3,0.5579952800169897,270
0,gse73072_hrv_48_64_shedder48_64,1,2,4,0.5398982856237284,707
0,gse73072_hrv_48_64_shedder48_64,1,2,5,0.2861996191837576,629
0,gse73072_hrv_48_64_shedder48_64,1,2,6,0.35900919171658485,325
0,gse73072_hrv_48_64_shedder48_64,1,2,7,0.18364278632157596,543
0,gse73072_hrv_48_64_shedder48_64,1,2,8,0.2938352736769692,694
0,gse73072_hrv_48_64_shedder48_64,1,2,9,0.3102830919123525,860
0,gse73072_hrv_48_64_shedder48_64,1,2,10,0.31221217860875644,712
0,gse73072_hrv_48_64_shedder48_64,1,2,11,0.48681617249171993,524
0,gse73072_hrv_48_64_shedder48_64,1,2,12,0.5903155015891005,1400
0,gse73072_hrv_48_64_shedder48_64,1,2,13,0.22602974541884466,909
0,gse73072_hrv_48_64_shedder48_64,1,2,14,0.41783208230470625,2447
0,gse73072_hrv_48_64_shedder48_64,1,2,15,0.5903366256821458,120
0,gse73072_hrv_48_64_shedder48_64,1,2,16,0.45646049619891865,909
0,gse73072_hrv_48_64_shedder48_64,1,2,17,0.3928908928796721,565
0,gse73072_hrv_48_64_shedder48_64,1,2,18,0.38326914137803525,727
0,gse73072_hrv_48_64_shedder48_64,1,2,19,0.3269303817302401,715
0,gse73072_hrv_48_64_shedder48_64,1,2,20,0.5199531119899655,633
0,gse73072_hrv_48_64_shedder48_64,1,2,21,0.2978605776906265,1440
0,gse73072_hrv_48_64_shedder48_64,1,2,22,0.4067471761822942,662
0,gse73072_hrv_48_64_shedder48_64,1,2,23,0.32918379204721604,701
0,gse73072_hrv_48_64_shedder48_64,1,2,24,0.2648602695137952,261
0,gse73072_hrv_48_64_shedder48_64,1,2,25,0.42022973512576534,937
0,gse73072_hrv_48_64_shedder48_64,1,2,26,0.22776930070153187,508
0,gse73072_hrv_48_64_shedder48_64,1,2,27,0.4765562210426468,729
0,gse73072_hrv_48_64_shedder48_64,1,2,28,0.31937784030315614,1187
0,gse73072_hrv_48_64_shedder48_64,1,2,29,0.3486147139338729,526
0,salmonella_Liver_tolerant,1,1,0,0.5186017720662804,612
0,salmonella_Liver_tolerant,1,1,1,0.23209483933716132,1048
0,salmonella_Liver_tolerant,1,1,2,0.5142092188085192,3017
0,salmonella_Liver_tolerant,1,1,3,0.6784991442426803,1399
0,salmonella_Liver_tolerant,1,1,4,0.2553035729591822,800
0,salmonella_Liver_tolerant,1,1,5,0.42758539397845624,775
0,salmonella_Liver_tolerant,1,1,6,0.7700365608470573,1737
0,salmonella_Liver_tolerant,1,1,7,0.2797356515157076,1224
0,salmonella_Liver_tolerant,1,1,8,0.40951571528980685,576
0,salmonella_Liver_tolerant,1,1,9,0.2844912771942913,882
0,salmonella_Liver_tolerant,1,1,10,0.22351011866529855,949
0,salmonella_Liver_tolerant,1,1,11,0.4631177075267205,1490
0,salmonella_Liver_tolerant,1,1,12,0.36236953694237767,3749
0,salmonella_Liver_tolerant,1,1,13,0.2630450732517252,877
0,salmonella_Liver_tolerant,1,1,14,0.3605484553805331,561
0,salmonella_Liver_tolerant,1,1,15,0.4738986972363923,516
0,salmonella_Liver_tolerant,1,1,16,0.3197723126399174,909
0,salmonella_Liver_tolerant,1,1,17,0.3353333999900968,1785
0,salmonella_Liver_tolerant,1,1,18,0.7008239658496975,1110
0,salmonella_Liver_tolerant,1,1,19,0.25723257969256347,810
0,salmonella_Liver_tolerant,1,1,20,0.5288947299383362,606
0,salmonella_Liver_tolerant,1,1,21,0.2735368468637953,900
0,ebola_Liver_Lethal,1,2,0,0.9404722257322254,2212
0,ebola_Liver_Lethal,1,2,1,0.6763231549203413,1730
0,ebola_Spleen_Tolerant,1,3,0,0.9782368628581433,2464
0,ebola_Spleen_Tolerant,1,3,1,0.4739308743754889,1559
0,ebola_Liver_Tolerant,1,0,0,0.9532656105371499,925
0,ebola_Liver_Tolerant,1,0,1,0.597834344368373,3035
0,ebola_Spleen_Lethal,1,4,0,0.9292518222575863,2584
0,ebola_Spleen_Lethal,1,4,1,0.6350533702495782,1433
0,salmonella_Liver,1,3,0,0.24087407369063013,2212
0,salmonella_Liver,1,3,1,0.4040187020886612,2898
0,salmonella_Liver,1,3,2,0.5754080492944695,2908
0,salmonella_Liver,1,3,3,0.5604819343911055,729
0,salmonella_Liver,1,3,4,0.3756212818411008,1165
0,salmonella_Liver,1,3,5,0.7832653984810688,2206
0,salmonella_Liver,1,3,6,0.4617734863124286,1635
0,salmonella_Liver,1,3,7,0.4131840342554022,3036
0,salmonella_Liver,1,3,8,0.39323984612608964,954
0,salmonella_Liver,1,3,9,0.7408441628805125,1606
0,salmonella_Liver,1,3,10,0.5370872128992862,1025
0,salmonella_Liver,1,3,11,0.48790374155944544,1568
0,salmonella_Liver,1,3,12,0.5541764978789339,869
0,salmonella_Liver,1,3,13,0.510531635155071,672
0,salmonella_Liver,1,3,14,0.6113102184709286,1552
0,salmonella_Liver,1,3,15,0.6178352139501634,1297
0,ebola_Liver_Lethal,1,0,0,0.9401730739815654,2447
0,ebola_Liver_Lethal,1,0,1,0.6781111757002499,1510
0,salmonella_Liver_tolerant,1,3,0,0.48019344750543363,676
0,salmonella_Liver_tolerant,1,3,1,0.29573895477624335,713
0,salmonella_Liver_tolerant,1,3,2,0.7662399917893424,2036
0,salmonella_Liver_tolerant,1,3,3,0.672584934001414,1423
0,salmonella_Liver_tolerant,1,3,4,0.45221461900128085,461
0,salmonella_Liver_tolerant,1,3,5,0.19815371925882583,685
0,salmonella_Liver_tolerant,1,3,6,0.40371109927520826,884
0,salmonella_Liver_tolerant,1,3,7,0.5092257843364982,3915
0,salmonella_Liver_tolerant,1,3,8,0.36337339705664906,3467
0,salmonella_Liver_tolerant,1,3,9,0.3123691734150468,954
0,salmonella_Liver_tolerant,1,3,10,0.21863191051150113,547
0,salmonella_Liver_tolerant,1,3,11,0.3635356163332615,498
0,salmonella_Liver_tolerant,1,3,12,0.46479868627857457,704
0,salmonella_Liver_tolerant,1,3,13,0.34692083638549503,725
0,salmonella_Liver_tolerant,1,3,14,0.5011362480851466,498
0,salmonella_Liver_tolerant,1,3,15,0.29632613919625317,707
0,salmonella_Liver_tolerant,1,3,16,0.28759181874539913,983
0,salmonella_Liver_tolerant,1,3,17,0.22536748195142636,664
0,salmonella_Liver_tolerant,1,3,18,0.22771251145001914,1155
0,salmonella_Liver_tolerant,1,3,19,0.6676330411238716,1279
0,salmonella_Liver_tolerant,1,3,20,0.2749972955962635,680
0,salmonella_Liver_tolerant,1,3,21,0.4947016883469939,1019
0,salmonella_Liver_tolerant,1,3,22,0.5439164601989612,497
0,salmonella_Liver_tolerant,1,3,23,0.2859417378512563,1162
0,salmonella_Liver,1,4,0,0.5118684130212693,1368
0,salmonella_Liver,1,4,1,0.32764304606508765,4153
0,salmonella_Liver,1,4,2,0.4943121132841507,1283
0,salmonella_Liver,1,4,3,0.4364282706277917,2689
0,salmonella_Liver,1,4,4,0.5447774056629346,852
0,salmonella_Liver,1,4,5,0.3384794049997589,1483
0,salmonella_Liver,1,4,6,0.7332676723155079,2736
0,salmonella_Liver,1,4,7,0.5088088841001983,2171
0,salmonella_Liver,1,4,8,0.6341188167894481,1567
0,salmonella_Liver,1,4,9,0.5723905524822563,1027
0,salmonella_Liver,1,4,10,0.6585794291967063,1177
0,salmonella_Liver,1,4,11,0.38667078934399873,633
0,salmonella_Liver,1,4,12,0.6722509382931886,2107
0,salmonella_Liver,1,4,13,0.5051221001321704,3086
0,ebola_Liver,1,1,0,0.9412785945687764,1155
0,ebola_Liver,1,1,1,0.675081995491479,2849
0,gse73072_hrv_48_64_control,1,2,0,0.39387685105078707,2872
0,gse73072_hrv_48_64_control,1,2,1,0.46614063435244607,1043
0,gse73072_hrv_48_64_control,1,2,2,0.39776550965136037,182
0,gse73072_hrv_48_64_control,1,2,3,0.420793155759393,1603
0,gse73072_hrv_48_64_control,1,2,4,0.42856154553357895,1645
0,gse73072_hrv_48_64_control,1,2,5,0.4230006603196409,1348
0,gse73072_hrv_48_64_control,1,2,6,0.5024352536780252,1551
0,gse73072_hrv_48_64_control,1,2,7,0.5832643123160347,2172
0,gse73072_hrv_48_64_control,1,2,8,0.2790518252575874,410
0,gse73072_hrv_48_64_control,1,2,9,0.3762658232176878,2506
0,gse73072_hrv_48_64_control,1,2,10,0.3564685405742522,2866
0,gse73072_hrv_48_64_control,1,2,11,0.38103345624202617,4079
0,ebola_Spleen_Lethal,1,0,0,0.936216270901169,2536
0,ebola_Spleen_Lethal,1,0,1,0.610821799920953,1484
0,salmonella_Liver_susceptible,1,4,0,0.3262105455625255,976
0,salmonella_Liver_susceptible,1,4,1,0.2284150354759602,796
0,salmonella_Liver_susceptible,1,4,2,0.22706663880617683,614
0,salmonella_Liver_susceptible,1,4,3,0.3660496468390702,914
0,salmonella_Liver_susceptible,1,4,4,0.3293188497213931,577
0,salmonella_Liver_susceptible,1,4,5,0.31006261597429896,800
0,salmonella_Liver_susceptible,1,4,6,0.26984482304856494,557
0,salmonella_Liver_susceptible,1,4,7,0.423370122095908,1148
0,salmonella_Liver_susceptible,1,4,8,0.33022112337846604,1395
0,salmonella_Liver_susceptible,1,4,9,0.27336820585816507,642
0,salmonella_Liver_susceptible,1,4,10,0.35078527736530185,634
0,salmonella_Liver_susceptible,1,4,11,0.24844407568378954,700
0,salmonella_Liver_susceptible,1,4,12,0.30831039333120114,716
0,salmonella_Liver_susceptible,1,4,13,0.4231933830121849,1061
0,salmonella_Liver_susceptible,1,4,14,0.3446834984077522,665
0,salmonella_Liver_susceptible,1,4,15,0.41298774567033386,615
0,salmonella_Liver_susceptible,1,4,16,0.38033883482574626,1717
0,salmonella_Liver_susceptible,1,4,17,0.3175337327052488,1096
0,salmonella_Liver_susceptible,1,4,18,0.3211063994710665,833
0,salmonella_Liver_susceptible,1,4,19,0.23315708641111457,511
0,salmonella_Liver_susceptible,1,4,20,0.23882907655067692,552
0,salmonella_Liver_susceptible,1,4,21,0.2096186769198673,3525
0,salmonella_Liver_susceptible,1,4,22,0.42652521059397674,1584
0,salmonella_Liver_susceptible,1,4,23,0.4573100432706493,544
0,salmonella_Liver_susceptible,1,4,24,0.2541174248230649,640
0,salmonella_Liver_susceptible,1,4,25,0.18327675382852082,458
0,salmonella_Liver_susceptible,1,4,26,0.3494684213120199,664
0,salmonella_Liver_susceptible,1,4,27,0.19070405269911478,770
0,salmonella_Liver_susceptible,1,4,28,0.31839751100288066,628
0,ebola_Spleen_Tolerant,1,2,0,0.9767377761720374,2493
0,ebola_Spleen_Tolerant,1,2,1,0.47386617206495696,1529
0,salmonella_Liver_tolerant,1,0,0,0.5824296461737681,1035
0,salmonella_Liver_tolerant,1,0,1,0.25159260395054867,897
0,salmonella_Liver_tolerant,1,0,2,0.7261579970967877,1956
0,salmonella_Liver_tolerant,1,0,3,0.635300173844138,3833
0,salmonella_Liver_tolerant,1,0,4,0.17961659519324283,767
0,salmonella_Liver_tolerant,1,0,5,0.4210502136352442,5621
0,salmonella_Liver_tolerant,1,0,6,0.3607457828720375,1261
0,salmonella_Liver_tolerant,1,0,7,0.2600218710670947,1303
0,salmonella_Liver_tolerant,1,0,8,0.37919664180983603,790
0,salmonella_Liver_tolerant,1,0,9,0.1898139124686629,959
0,salmonella_Liver_tolerant,1,0,10,0.18701820145404102,877
0,salmonella_Liver_tolerant,1,0,11,0.3367436617553051,853
0,salmonella_Liver_tolerant,1,0,12,0.2535839213728709,1300
0,salmonella_Liver_tolerant,1,0,13,0.2266354042504789,795
0,salmonella_Liver_tolerant,1,0,14,0.6079220385715884,1659
0,salmonella_Liver_tolerant,1,0,15,0.1946176425572026,750
0,salmonella_Liver_tolerant,1,0,16,0.22098076049559376,996
0,salmonella_Liver_tolerant,1,0,17,0.5169984097764846,680
0,ebola_Liver_Tolerant,1,3,0,0.9546173835538511,750
0,ebola_Liver_Tolerant,1,3,1,0.591715534059181,3218
0,ebola_Liver,1,0,0,0.9349027234402547,1147
0,ebola_Liver,1,0,1,0.5392701569601681,2846
0,ebola_Spleen_Tolerant,1,4,0,0.9402966652443011,2489
0,ebola_Spleen_Tolerant,1,4,1,0.4693436126632804,1531
0,gse73072_hrv_48_64_shedder48_64,1,4,0,0.35715334509071256,589
0,gse73072_hrv_48_64_shedder48_64,1,4,1,0.24589271477964286,310
0,gse73072_hrv_48_64_shedder48_64,1,4,2,0.23155594534386878,240
0,gse73072_hrv_48_64_shedder48_64,1,4,3,0.6410389489396315,90
0,gse73072_hrv_48_64_shedder48_64,1,4,4,0.4478034794640898,623
0,gse73072_hrv_48_64_shedder48_64,1,4,5,0.36687309037272486,760
0,gse73072_hrv_48_64_shedder48_64,1,4,6,0.5576934405640092,936
0,gse73072_hrv_48_64_shedder48_64,1,4,7,0.2915482748930963,2197
0,gse73072_hrv_48_64_shedder48_64,1,4,8,0.28505306480164944,580
0,gse73072_hrv_48_64_shedder48_64,1,4,9,0.3885787757686504,775
0,gse73072_hrv_48_64_shedder48_64,1,4,10,0.3889248004629851,244
0,gse73072_hrv_48_64_shedder48_64,1,4,11,0.4924775739979556,514
0,gse73072_hrv_48_64_shedder48_64,1,4,12,0.72606217896997,179
0,gse73072_hrv_48_64_shedder48_64,1,4,13,0.29432172180126753,570
0,gse73072_hrv_48_64_shedder48_64,1,4,14,0.29160687632483673,616
0,gse73072_hrv_48_64_shedder48_64,1,4,15,0.29861573737559577,123
0,gse73072_hrv_48_64_shedder48_64,1,4,16,0.3527700943141088,809
0,gse73072_hrv_48_64_shedder48_64,1,4,17,0.2878013722880726,897
0,gse73072_hrv_48_64_shedder48_64,1,4,18,0.30212814917265124,385
0,gse73072_hrv_48_64_shedder48_64,1,4,19,0.48566586432153175,809
0,gse73072_hrv_48_64_shedder48_64,1,4,20,0.23600382529569,501
0,gse73072_hrv_48_64_shedder48_64,1,4,21,0.3825602221325807,108
0,gse73072_hrv_48_64_shedder48_64,1,4,22,0.5592446652908071,1348
0,gse73072_hrv_48_64_shedder48_64,1,4,23,0.251708717352468,1307
0,gse73072_hrv_48_64_shedder48_64,1,4,24,0.5242067388370104,619
0,gse73072_hrv_48_64_shedder48_64,1,4,25,0.3766646705613855,641
0,gse73072_hrv_48_64_shedder48_64,1,4,26,0.21923945742976736,284
0,gse73072_hrv_48_64_shedder48_64,1,4,27,0.2254660310777896,713
0,gse73072_hrv_48_64_shedder48_64,1,4,28,0.3552925819521875,380
0,gse73072_hrv_48_64_shedder48_64,1,4,29,0.570260937786278,167
0,gse73072_hrv_48_64_shedder48_64,1,4,30,0.1964684725575684,541
0,gse73072_hrv_48_64_shedder48_64,1,4,31,0.25777296161771723,454
0,gse73072_hrv_48_64_shedder48_64,1,4,32,0.5284958077937897,677
0,gse73072_hrv_48_64_shedder48_64,1,4,33,0.4590248410303389,426
0,gse73072_hrv_48_64_shedder48_64,1,4,34,0.3156807995010347,1455
0,gse73072_hrv_48_64_shedder48_64,1,4,35,0.3733712803078968,410
0,ebola_Spleen_Lethal,1,2,0,0.9295134101833941,2663
0,ebola_Spleen_Lethal,1,2,1,0.6368073547436826,1360
0,ebola_Liver,1,2,0,0.9353719070876719,976
0,ebola_Liver,1,2,1,0.5375430761304885,3019
0,ebola_Liver_Lethal,1,1,0,0.9397774964263488,1871
0,ebola_Liver_Lethal,1,1,1,0.680733271168805,2093
0,ebola_Spleen_Lethal,1,3,0,0.9373116676036184,2506
0,ebola_Spleen_Lethal,1,3,1,0.6058079684999313,1509
0,salmonella_Liver_susceptible,1,1,0,0.2978332932765949,274
0,salmonella_Liver_susceptible,1,1,1,0.23940395486480676,544
0,salmonella_Liver_susceptible,1,1,2,0.30133339313889707,476
0,salmonella_Liver_susceptible,1,1,3,0.321697179141317,915
0,salmonella_Liver_susceptible,1,1,4,0.21999504175441847,570
0,salmonella_Liver_susceptible,1,1,5,0.3589365917227791,637
0,salmonella_Liver_susceptible,1,1,6,0.2729452126948745,565
0,salmonella_Liver_susceptible,1,1,7,0.46376008614520975,913
0,salmonella_Liver_susceptible,1,1,8,0.5279364184818438,1125
0,salmonella_Liver_susceptible,1,1,9,0.3651841265038407,1165
0,salmonella_Liver_susceptible,1,1,10,0.3176141220648928,739
0,salmonella_Liver_susceptible,1,1,11,0.38902057871116796,1743
0,salmonella_Liver_susceptible,1,1,12,0.45166006417441257,991
0,salmonella_Liver_susceptible,1,1,13,0.3331811985599337,1116
0,salmonella_Liver_susceptible,1,1,14,0.2837214191910984,959
0,salmonella_Liver_susceptible,1,1,15,0.6121783594360439,955
0,salmonella_Liver_susceptible,1,1,16,0.53503426572076,477
0,salmonella_Liver_susceptible,1,1,17,0.2753337335490161,592
0,salmonella_Liver_susceptible,1,1,18,0.2505246582094366,366
0,salmonella_Liver_susceptible,1,1,19,0.21031182798689907,462
0,salmonella_Liver_susceptible,1,1,20,0.2876637727997817,685
0,salmonella_Liver_susceptible,1,1,21,0.207512920299849,427
0,salmonella_Liver_susceptible,1,1,22,0.22996266271132929,3475
0,salmonella_Liver_susceptible,1,1,23,0.2230636123924856,395
0,salmonella_Liver_susceptible,1,1,24,0.2737738493342874,469
0,salmonella_Liver_susceptible,1,1,25,0.4216536021545007,860
0,salmonella_Liver_susceptible,1,1,26,0.40134121765913744,1000
0,salmonella_Liver_susceptible,1,1,27,0.18852021210139291,362
0,salmonella_Liver_susceptible,1,1,28,0.2364445386036249,405
0,salmonella_Liver_susceptible,1,1,29,0.20422754846017963,467
0,salmonella_Liver_susceptible,1,1,30,0.22502928860962054,380
0,salmonella_Liver_susceptible,1,1,31,0.3792823713474791,752
0,salmonella_Liver_susceptible,1,1,32,0.3273254443314055,1071
0,ebola_Liver_Lethal,1,3,0,0.8873837591510123,2447
0,ebola_Liver_Lethal,1,3,1,0.8011815266076566,1515
0,salmonella_Liver,1,0,0,0.6409898979030775,790
0,salmonella_Liver,1,0,1,0.28965208454405494,1375
0,salmonella_Liver,1,0,2,0.39920080792904783,709
0,salmonella_Liver,1,0,3,0.4517573706738892,791
0,salmonella_Liver,1,0,4,0.5795174616282883,2367
0,salmonella_Liver,1,0,5,0.3075036656556056,696
0,salmonella_Liver,1,0,6,0.2638469520987992,559
0,salmonella_Liver,1,0,7,0.7912546936035001,1622
0,salmonella_Liver,1,0,8,0.4479822447748665,764
0,salmonella_Liver,1,0,9,0.525294171468925,639
0,salmonella_Liver,1,0,10,0.685980034088745,1097
0,salmonella_Liver,1,0,11,0.6456818046127079,918
0,salmonella_Liver,1,0,12,0.6925165640389528,415
0,salmonella_Liver,1,0,13,0.3382088532487782,696
0,salmonella_Liver,1,0,14,0.4358090123598968,491
0,salmonella_Liver,1,0,15,0.4553023277952146,506
0,salmonella_Liver,1,0,16,0.4499602173416329,347
0,salmonella_Liver,1,0,17,0.5778517443869009,472
0,salmonella_Liver,1,0,18,0.36529576938215225,1927
0,salmonella_Liver,1,0,19,0.37102696221702475,2176
0,salmonella_Liver,1,0,20,0.49639556135909957,2351
0,salmonella_Liver,1,0,21,0.7394449860332057,1590
0,salmonella_Liver,1,0,22,0.4077956224133624,526
0,salmonella_Liver,1,0,23,0.4317833100557312,2508
0,ebola_Liver,1,3,0,0.9358676768905588,1222
0,ebola_Liver,1,3,1,0.5332074453961969,2774
0,gse73072_hrv_48_64_control,1,4,0,0.49030763726796645,628
0,gse73072_hrv_48_64_control,1,4,1,0.5291512063172569,91
0,gse73072_hrv_48_64_control,1,4,2,0.29837004917688076,153
0,gse73072_hrv_48_64_control,1,4,3,0.49504232386568936,662
0,gse73072_hrv_48_64_control,1,4,4,0.5115636731347859,762
0,gse73072_hrv_48_64_control,1,4,5,0.3671567549703132,347
0,gse73072_hrv_48_64_control,1,4,6,0.477263800339152,843
0,gse73072_hrv_48_64_control,1,4,7,0.45321713604931213,982
0,gse73072_hrv_48_64_control,1,4,8,0.31704270530994483,190
0,gse73072_hrv_48_64_control,1,4,9,0.5069032396087034,1032
0,gse73072_hrv_48_64_control,1,4,10,0.6490497758319383,1336
0,gse73072_hrv_48_64_control,1,4,11,0.34984997040867494,1234
0,gse73072_hrv_48_64_control,1,4,12,0.6279155043306843,82
0,gse73072_hrv_48_64_control,1,4,13,0.43064116437671845,983
0,gse73072_hrv_48_64_control,1,4,14,0.4933482853385789,530
0,gse73072_hrv_48_64_control,1,4,15,0.4344467090490821,1559
0,gse73072_hrv_48_64_control,1,4,16,0.5047949701344332,761
0,gse73072_hrv_48_64_control,1,4,17,0.4554619095581719,633
0,gse73072_hrv_48_64_control,1,4,18,0.3150177847781096,412
0,gse73072_hrv_48_64_control,1,4,19,0.5358952846370263,590
0,gse73072_hrv_48_64_control,1,4,20,0.41408720112391073,445
0,gse73072_hrv_48_64_control,1,4,21,0.28559205930076903,100
0,gse73072_hrv_48_64_control,1,4,22,0.27598534212209846,344
0,gse73072_hrv_48_64_control,1,4,23,0.39724085882301874,165
0,gse73072_hrv_48_64_control,1,4,24,0.2819335714678884,328
0,gse73072_hrv_48_64_control,1,4,25,0.47448846036442405,698
0,gse73072_hrv_48_64_control,1,4,26,0.5230041960732763,1367
0,gse73072_hrv_48_64_control,1,4,27,0.450147075015512,746
0,gse73072_hrv_48_64_control,1,4,28,0.36476988077899825,220
0,gse73072_hrv_48_64_control,1,4,29,0.3609959409961627,2122
0,gse73072_hrv_48_64_control,1,4,30,0.35510266360117204,608
0,gse73072_hrv_48_64_control,1,4,31,0.5486872294208324,426
0,gse73072_hrv_48_64_control,1,4,32,0.248471033815002,898
0,ebola_Liver,1,4,0,0.9352489971044367,1108
0,ebola_Liver,1,4,1,0.5376149614504679,2895
0,salmonella_Liver_susceptible,1,2,0,0.28877967844713,365
0,salmonella_Liver_susceptible,1,2,1,0.35569506562721437,632
0,salmonella_Liver_susceptible,1,2,2,0.17930083378024117,587
0,salmonella_Liver_susceptible,1,2,3,0.4134076014126465,1190
0,salmonella_Liver_susceptible,1,2,4,0.30613854419703135,809
0,salmonella_Liver_susceptible,1,2,5,0.6316427312776213,833
0,salmonella_Liver_susceptible,1,2,6,0.5178998531449576,1123
0,salmonella_Liver_susceptible,1,2,7,0.29587663317223234,355
0,salmonella_Liver_susceptible,1,2,8,0.22522408587348103,466
0,salmonella_Liver_susceptible,1,2,9,0.29471124162622336,508
0,salmonella_Liver_susceptible,1,2,10,0.44667505226733545,1075
0,salmonella_Liver_susceptible,1,2,11,0.35631936709150774,1769
0,salmonella_Liver_susceptible,1,2,12,0.2827862207440588,887
0,salmonella_Liver_susceptible,1,2,13,0.2557748243293776,502
0,salmonella_Liver_susceptible,1,2,14,0.19838802783105203,3501
0,salmonella_Liver_susceptible,1,2,15,0.3936255218671499,953
0,salmonella_Liver_susceptible,1,2,16,0.47039801370971973,629
0,salmonella_Liver_susceptible,1,2,17,0.21796187894824837,483
0,salmonella_Liver_susceptible,1,2,18,0.37079590091415887,1219
0,salmonella_Liver_susceptible,1,2,19,0.39451748422646704,710
0,salmonella_Liver_susceptible,1,2,20,0.3317896829524852,839
0,salmonella_Liver_susceptible,1,2,21,0.22056215967497841,415
0,salmonella_Liver_susceptible,1,2,22,0.23983369893324996,602
0,salmonella_Liver_susceptible,1,2,23,0.20174188879630114,484
0,salmonella_Liver_susceptible,1,2,24,0.2796626403708811,611
0,salmonella_Liver_susceptible,1,2,25,0.36434621648449433,1341
0,salmonella_Liver_susceptible,1,2,26,0.3434909947675671,878
0,salmonella_Liver_susceptible,1,2,27,0.4022991696335133,1121
0,salmonella_Liver_susceptible,1,2,28,0.23301914438561575,651
0,salmonella_Liver_susceptible,1,2,29,0.4542558201557823,794
0,gse73072_hrv_48_64_shedder48_64,1,0,0,0.3106869211320482,571
0,gse73072_hrv_48_64_shedder48_64,1,0,1,0.46991585585039386,519
0,gse73072_hrv_48_64_shedder48_64,1,0,2,0.6138637890039503,190
0,gse73072_hrv_48_64_shedder48_64,1,0,3,0.21756900760315492,146
0,gse73072_hrv_48_64_shedder48_64,1,0,4,0.23032743595224936,314
0,gse73072_hrv_48_64_shedder48_64,1,0,5,0.46292792520770304,1983
0,gse73072_hrv_48_64_shedder48_64,1,0,6,0.32469557622335915,743
0,gse73072_hrv_48_64_shedder48_64,1,0,7,0.44717624059794975,468
0,gse73072_hrv_48_64_shedder48_64,1,0,8,0.43342577248831415,1508
0,gse73072_hrv_48_64_shedder48_64,1,0,9,0.2293791847315003,379
0,gse73072_hrv_48_64_shedder48_64,1,0,10,0.5793436047939927,90
0,gse73072_hrv_48_64_shedder48_64,1,0,11,0.22162097479880002,1753
0,gse73072_hrv_48_64_shedder48_64,1,0,12,0.5877554831597177,1331
0,gse73072_hrv_48_64_shedder48_64,1,0,13,0.17232755075016912,435
0,gse73072_hrv_48_64_shedder48_64,1,0,14,0.37583014713000273,175
0,gse73072_hrv_48_64_shedder48_64,1,0,15,0.2508785480669357,1562
0,gse73072_hrv_48_64_shedder48_64,1,0,16,0.2741953719062106,1018
0,gse73072_hrv_48_64_shedder48_64,1,0,17,0.3071208061827899,510
0,gse73072_hrv_48_64_shedder48_64,1,0,18,0.37729730463295275,636
0,gse73072_hrv_48_64_shedder48_64,1,0,19,0.25363413077608876,413
0,gse73072_hrv_48_64_shedder48_64,1,0,20,0.43735471488017197,85
0,gse73072_hrv_48_64_shedder48_64,1,0,21,0.2695063294268844,1029
0,gse73072_hrv_48_64_shedder48_64,1,0,22,0.47463773981532287,592
0,gse73072_hrv_48_64_shedder48_64,1,0,23,0.3531273725743788,474
0,gse73072_hrv_48_64_shedder48_64,1,0,24,0.2757331425599228,224
0,gse73072_hrv_48_64_shedder48_64,1,0,25,0.4848690423031811,442
0,gse73072_hrv_48_64_shedder48_64,1,0,26,0.3941745667781677,814
0,gse73072_hrv_48_64_shedder48_64,1,0,27,0.37424752057755356,339
0,gse73072_hrv_48_64_shedder48_64,1,0,28,0.3834970718678785,943
0,gse73072_hrv_48_64_shedder48_64,1,0,29,0.3508057116599323,97
0,gse73072_hrv_48_64_shedder48_64,1,0,30,0.45379109458739825,785
