,Data Set,Algorithm,Central Prototype,Data Dimension,Center Dimension,Fold,Module Number,GO Significance
0,salmonella_Liver,WGCNA_LBG,eigengene,1,1,2,15,252.14840268700866
0,salmonella_Liver_susceptible,WGCNA_LBG,eigengene,1,1,3,0,6.615632016050995
0,salmonella_Liver_susceptible,WGCNA_LBG,eigengene,1,1,3,1,120.07870148916858
0,salmonella_Liver_susceptible,WGCNA_LBG,eigengene,1,1,3,2,131.3779840046804
0,salmonella_Liver_susceptible,WGCNA_LBG,eigengene,1,1,3,3,42.82403309957296
0,salmonella_Liver_susceptible,WGCNA_LBG,eigengene,1,1,3,4,1194.0273256980397
0,salmonella_Liver_susceptible,WGCNA_LBG,eigengene,1,1,3,5,9.054955232089581
0,salmonella_Liver_susceptible,WGCNA_LBG,eigengene,1,1,3,6,480.67378462757637
0,salmonella_Liver_susceptible,WGCNA_LBG,eigengene,1,1,3,7,5249.927640253041
0,salmonella_Liver_susceptible,WGCNA_LBG,eigengene,1,1,3,8,259.8468015852839
0,salmonella_Liver_susceptible,WGCNA_LBG,eigengene,1,1,3,9,3813.9040460521906
0,salmonella_Liver_susceptible,WGCNA_LBG,eigengene,1,1,3,10,264.0896436984741
