,module 2,module 11,module 16
1629,Dalrd3,,
1630,Ddb1,,
1631,Ttll7,,
1632,Casp4,,
1633,Timm44,,
1634,Trdj1,,
1635,Snx21,,
1636,2310005A03Rik,,
1637,1700028E10Rik,,
1638,1700013N18Rik,,
1639,B330016D10Rik,,
1640,Slc2a1,,
1641,2010107G23Rik,,
1642,Gm14794,,
1643,Zc3h8,,
1644,Mnd1,,
1645,Gm9877,,
1646,Fbxw2,,
1647,Gpr151,,
1648,Lrrk2,,
1649,Gm11194,,
1650,Thap1,,
1651,Gm20519,,
1652,Cxcl1,,
1653,Dr1,,
1654,Scn5a,,
1655,Gm17505,,
1656,Max,,
1657,Gm12564,,
1658,Cbfb,,
1659,Cstb,,
1660,P2ry13,,
1661,1700040D17Rik,,
1662,D730045A05Rik,,
1663,Naip6,,
1664,Mtap7d1,,
1665,1110046J04Rik,,
1666,Ccr2,,
1667,2900053A13Rik,,
1668,Atp8b4,,
1669,I830077J02Rik,,
1670,Coq6,,
1671,Trpc4ap,,
1672,Nmd3,,
1673,Gm13523,,
1674,Gadd45g,,
1675,1600020E01Rik,,
1676,Far2,,
1677,Gm16603,,
1678,Imp3,,
1679,Fam19a3,,
1680,Syk,,
1681,Agtrap,,
1682,Gm5475,,
1683,Fam185a,,
1684,Fam193b,,
1685,Samd3,,
1686,Napepld,,
1687,Fyttd1,,
1688,Scn2b,,
1689,Rfx4,,
1690,Ly75,,
1691,1700020O03Rik,,
1692,Runx1,,
1693,4921530D09Rik,,
1694,Sh2d1a,,
1695,Gna15,,
1696,Kcna3,,
1697,Trbv19,,
1698,Atp13a2,,
1699,C130050O18Rik,,
1700,Stfa2l1,,
1701,Wasf2,,
1702,Carhsp1,,
1703,Id1,,
1704,Fam26f,,
1705,1110037F02Rik,,
1706,Pqlc1,,
1707,Fev,,
1708,9830001H06Rik,,
1709,Gm3244,,
1710,Tgm2,,
1711,Tnfsf15,,
1712,Pdgfb,,
1713,Creb3l1,,
1714,RP23-133P6.2.1,,
1715,4731419I09Rik,,
1716,Ldoc1,,
1717,Pik3cg,,
1718,Gm5763,,
1719,Timm13,,
1720,Mup-ps4,,
1721,Fgl2,,
1722,9130014G24Rik,,
1723,B4galt6,,
1724,AC155256.1,,
1725,Spic,,
1726,Atg9b,,
1727,Lyz2,,
1728,Rabl5,,
1729,Gm16091,,
1730,Raf1,,
1731,Spata6,,
1732,Il2rb,,
1733,Gm9670,,
1734,Rbm10,,
1735,Apobec3,,
1736,9130204K15Rik,,
1737,AC148990.1,,
1738,Lrrc57,,
1739,3110002H16Rik,,
1740,Jazf1,,
1741,Cdc42se1,,
1742,Prtn3,,
1743,Gm12504,,
1744,Ptcd3,,
1745,Cd63,,
1746,B4galt1,,
1747,Prr5l,,
1748,Herc6,,
1749,Tmx3,,
1750,Plau,,
1751,Lgmn,,
1752,Ccnb1,,
1753,Dgat1,,
1754,Slc10a6,,
1755,Trappc2,,
1756,Hdac11,,
1757,Acot8,,
1758,Chrm2,,
1759,Cluap1,,
1760,Ndufaf4,,
1761,Rhov,,
1762,Arhgef6,,
1763,Churc1,,
1764,Ciao1,,
1765,Plcg1,,
1766,Pum2,,
1767,Adpgk,,
1768,Unc93b1,,
1769,Rcan3,,
1770,9530048J24Rik,,
1771,Ak7,,
1772,Ndufs5,,
1773,Map3k6,,
1774,Cabp4,,
1775,1700055N04Rik,,
1776,Rassf1,,
1777,Gm13015,,
1778,Nsun4,,
1779,Bend4,,
1780,Gm9733,,
1781,Fam111a,,
1782,Cox7c,,
1783,1500017E21Rik,,
1784,Gnai1,,
1785,Ly86,,
1786,Ctsg,,
1787,Pcmt1,,
1788,Vps36,,
1789,Dgkg,,
1790,Gyg,,
1791,Heatr5a,,
1792,Zfp366,,
1793,Acr,,
1794,Pdk1,,
1795,Gm17271,,
1796,Gm10737,,
1797,Wdr5,,
1798,C330006K01Rik,,
1799,Ttk,,
1800,Ccnb1ip1,,
1801,Gpr114,,
1802,Mecr,,
1803,BC057079,,
1804,Gpr97,,
1805,Gpr171,,
1806,Clasp2,,
1807,Zbtb8os,,
1808,Usp44,,
1809,Rnf219,,
1810,4930431P03Rik,,
1811,Ly6i,,
1812,Sept5,,
1813,F8a,,
1814,F730043M19Rik,,
1815,Ercc6l,,
1816,Rpp40,,
1817,Hps6,,
1818,SNORD116,,
1819,4632428N05Rik,,
1820,6530418L21Rik,,
1821,Gm15408,,
1822,Ccdc80,,
1823,Gm14326,,
1824,F3,,
1825,Tbc1d9,,
1826,5730494M16Rik,,
1827,Gm16801,,
1828,Tes,,
1829,Pkm2,,
1830,Sh2d4b,,
1831,Zfp934,,
1832,Romo1,,
1833,Nav3,,
1834,Celf1,,
1835,Gm15946,,
1836,Gm13412,,
1837,Slc39a13,,
1838,Cct2,,
1839,Cds2,,
1840,Gm13477,,
1841,Il3ra,,
1842,Armc2,,
1843,Gm16675,,
1844,Map3k8,,
1845,Rtn4rl2,,
1846,Tmem229b,,
1847,Rp2h,,
1848,Rnase6,,
1849,Parp8,,
1850,Gm5483,,
1851,Gtpbp5,,
1852,Prdm1,,
1853,Tasp1,,
1854,Scamp2,,
1855,Polr3g,,
1856,Ripk2,,
1857,Nudt5,,
1858,1810013D10Rik,,
1859,Xrcc6,,
1860,Casp1,,
1861,Lrrc15,,
1862,Rab8b,,
1863,Calcoco1,,
1864,Tmem132a,,
1865,C87436,,
1866,Layn,,
1867,Wfdc1,,
1868,Tnip2,,
1869,2610524H06Rik,,
1870,Gbp2,,
1871,Camk2d,,
1872,Eid1,,
1873,Ces1g,,
1874,Sec14l5,,
1875,5730455O13Rik,,
1876,Gm4419,,
1877,Bcl2a1a,,
1878,Was,,
1879,Slc43a3,,
1880,6430548M08Rik,,
1881,Duoxa1,,
1882,G6pdx,,
1883,Cd160,,
1884,S1pr2,,
1885,Sh3bp1,,
1886,Klre1,,
1887,Vmn2r31,,
1888,Nbea,,
1889,Gm10645,,
1890,Orm2,,
1891,Fam54a,,
1892,Arg2,,
1893,Micall2,,
1894,Zdhhc4,,
1895,Elf4,,
1896,Nop14,,
1897,Rad52,,
1898,Tgfbi,,
1899,Zc3h18,,
1900,Nfu1,,
1901,Tpd52,,
1902,Sfpi1,,
1903,Cdk14,,
1904,4732471D19Rik,,
1905,Myl6b,,
1906,Gm10083,,
1907,Trmt11,,
1908,1810012K08Rik,,
1909,Ogfr,,
1910,Taz,,
1911,Zfp12,,
1912,Zxdc,,
1913,Notch1,,
1914,Tbc1d2,,
1915,Gm13031,,
1916,Slc25a4,,
1917,Oas2,,
1918,1110049F12Rik,,
1919,Kif23,,
1920,Apol10b,,
1921,Padi2,,
1922,Stx11,,
1923,Tmem223,,
1924,Gm13775,,
1925,Esrra,,
1926,Tpx2,,
1927,Crtc1,,
1928,Xcr1,,
1929,Wrnip1,,
1930,2310044G17Rik,,
1931,Cap1,,
1932,4833407H14Rik,,
1933,Zfp874b,,
1934,Npc2,,
1935,Pknox2,,
1936,Apln,,
1937,Cd209f,,
1938,Chrnb2,,
1939,Gm12315,,
1940,Lin7c,,
1941,Acot7,,
1942,Gm7097,,
1943,Gm11213,,
1944,Cecr5,,
1945,Ggt5,,
1946,Wbp5,,
1947,Ntn4,,
1948,Tspo,,
1949,P2ry14,,
1950,Adamts14,,
1951,Pde4b,,
1952,Fam176b,,
1953,Mup-ps14,,
1954,Crlf2,,
1955,Arhgap22,,
1956,Prf1,,
1957,Tlr7,,
1958,Dclre1a,,
1959,Gm17597,,
1960,Gpr85,,
1961,Lgals3,,
1962,Ptpn2,,
1963,Adrb2,,
1964,Rab39,,
1965,Gm15229,,
1966,Cd74,,
1967,Ctnnal1,,
1968,5031414D18Rik,,
1969,Abcg3,,
1970,Fzd8,,
1971,Angpt2,,
1972,Rrnad1,,
1973,Mxi1,,
1974,Zfp68,,
1975,Sema5b,,
1976,Dram1,,
1977,Socs1,,
1978,Fscn1,,
1979,Map3k1,,
1980,Polr2g,,
1981,Gm17089,,
1982,Tlr1,,
1983,Akirin1,,
1984,Slc25a12,,
1985,Tle3,,
1986,Col27a1,,
1987,Rap1b,,
1988,Apold1,,
1989,Usp18,,
1990,Acap2,,
1991,Wisp2,,
1992,Cln6,,
1993,Hapln1,,
1994,Epha2,,
1995,Arf6,,
1996,Rbl1,,
1997,Sip1,,
1998,Ifit2,,
1999,Gp49a,,
2000,Fastkd3,,
2001,Ccdc86,,
2002,Ap1s2,,
2003,Cphx,,
2004,Rassf4,,
2005,Atp6v1b2,,
2006,Phb2,,
2007,Gm12751,,
2008,Ly6d,,
2009,Pmf1,,
2010,Klrb1f,,
2011,Cbl,,
2012,Guf1,,
2013,Il10ra,,
2014,Mir5107,,
2015,Cdyl2,,
2016,Gm10384,,
2017,Mrps5,,
2018,Psmg3,,
2019,Gpn3,,
2020,RP24-399B3.3.1,,
2021,BC013712,,
2022,Gm15200,,
2023,Grk5,,
2024,Bbx,,
2025,Tmsb10,,
2026,Asap1,,
2027,Pcbd2,,
2028,Gm12445,,
2029,Adora3,,
2030,Gm13050,,
2031,Nup210l,,
2032,A630033H20Rik,,
2033,Ttf2,,
2034,Niacr1,,
2035,Plekha2,,
2036,Duox1,,
2037,Gm6990,,
2038,Gm6904,,
2039,Rexo2,,
2040,Gm13070,,
2041,Atp6ap1,,
2042,Smu1,,
2043,Xlr,,
2044,Psmd5,,
2045,Galnt7,,
2046,Fam178a,,
2047,BC088983,,
2048,Nrtn,,
2049,Dtd1,,
2050,Clec12a,,
2051,U2,,
2052,Etv5,,
2053,Cyb5rl,,
2054,1810058N05Rik,,
2055,Aktip,,
2056,Ereg,,
2057,Morc1,,
2058,Gm15512,,
2059,Vegfc,,
2060,Tmem123,,
2061,Clec4a3,,
2062,Tec,,
2063,Gpr65,,
2064,Tmem154,,
2065,Cass4,,
2066,Sh3glb2,,
2067,Gm17430,,
2068,Ccdc102a,,
2069,Eif2s2,,
2070,Capn1,,
2071,Ndufb7,,
2072,Trpt1,,
2073,Egfl6,,
2074,Gm9913,,
2075,AB124611,,
2076,Parl,,
2077,Msn,,
2078,Slc28a2,,
2079,AA467197,,
2080,Polk,,
2081,Gm16059,,
2082,Gm17306,,
2083,Ctps2,,
2084,Fundc1,,
2085,Pawr,,
2086,Ptpn1,,
2087,Gm2783,,
2088,Dolk,,
2089,Iscu,,
2090,Ubxn7,,
2091,Rbm34,,
2092,Dse,,
2093,Impact,,
2094,Xpc,,
2095,Prox2,,
2096,Gm20474,,
2097,Ep400,,
2098,BC037034,,
2099,Car3,,
2100,Gm13442,,
2101,A430005L14Rik,,
2102,Ndrg1,,
2103,Cdc14a,,
2104,Filip1l,,
2105,Sema3f,,
2106,Zfp251,,
2107,Id4,,
2108,Olfml3,,
2109,Mrpl41,,
2110,AC171500.1,,
2111,Fosl2,,
2112,Tsfm,,
2113,Frmd4a,,
2114,Kin,,
2115,Crhr2,,
2116,BC100530,,
2117,Pam16,,
2118,S100a9,,
2119,F13a1,,
2120,P2rx7,,
2121,Csnk2a1-ps,,
2122,Ostf1,,
2123,Th1l,,
2124,Tbc1d1,,
2125,Sh2d2a,,
2126,Tdp2,,
2127,Bambi-ps1,,
2128,Gm15704,,
2129,Igf2bp3,,
2130,Endod1,,
2131,Tmem221,,
2132,Cys1,,
2133,Slc44a2,,
2134,Mybpc1,,
2135,Vdac3-ps1,,
2136,Kcmf1,,
2137,Gab3,,
2138,Crybb3,,
2139,Ddhd2,,
2140,Paqr7,,
2141,Alpk1,,
2142,Phf11,,
2143,B230120H23Rik,,
2144,Ms4a3,,
2145,Zfp280d,,
2146,Gm17004,,
2147,Dtx3l,,
2148,Gbp1,,
2149,Tmsb4x,,
2150,Arhgap15,,
2151,Pole2,,
2152,Gm8221,,
2153,Isg15,,
2154,Arhgap1,,
2155,B230217O12Rik,,
2156,4833422F24Rik,,
2157,Lpar1,,
2158,B230398E01Rik,,
2159,Gm12565,,
2160,Hrct1,,
2161,Lcmt2,,
2162,Gbp8,,
2163,Eif4a2,,
2164,Ncoa7,,
2165,Pdp1,,
2166,Papd7,,
2167,Kif3b,,
2168,Me2,,
2169,Gart,,
2170,Ch25h,,
2171,Birc3,,
2172,Gm10863,,
2173,Hist1h2ai,,
2174,Rac2,,
2175,Klhdc2,,
2176,Gm17311,,
2177,Bcl2a1d,,
2178,Gla,,
2179,Ifnar2,,
2180,N4bp1,,
2181,Fgd3,,
2182,Cdk5,,
2183,Chek2,,
2184,Foxm1,,
2185,Gm17324,,
2186,Cmtm7,,
2187,Npat,,
2188,SNORA61,,
2189,Gab1,,
2190,9330175E14Rik,,
2191,Pebp1,,
2192,Racgap1,,
2193,Cytip,,
2194,Eif2c1,,
2195,Aldh18a1,,
2196,Ap4s1,,
2197,Mrpl37,,
2198,Pak6,,
2199,Cc2d2a,,
2200,Dhodh,,
2201,Cacnb3,,
2202,Ehbp1l1,,
2203,6330406I15Rik,,
2204,Lpcat4,,
2205,Gm17108,,
2206,Lcn2,,
2207,1700019N12Rik,,
2208,Asprv1,,
2209,Crygs,,
2210,Apobec1,,
2211,Fam102b,,
2212,Mir365-2,,
2213,Fyn,,
2214,Vpreb1,,
2215,Gimap5,,
2216,Adck5,,
2217,Serpinb12,,
2218,Arpc3,,
2219,Plekho1,,
2220,Myof,,
2221,Tuba1a,,
2222,Loh12cr1,,
2223,Jak1,,
2224,Gm13476,,
2225,Paip2,,
2226,Cebpd,,
2227,Prkx,,
2228,Zfp358,,
2229,Ptgs1,,
2230,Mob3a,,
2231,Lass6,,
2232,Rhoj,,
2233,1700066J03Rik,,
2234,Aldh3b1,,
2235,Gja1,,
2236,Spink3,,
2237,Mknk1,,
2238,Dym,,
2239,Dohh,,
2240,Las1l,,
2241,Gm13217,,
2242,Gm16892,,
2243,9530077C05Rik,,
2244,Tmod3,,
2245,Depdc1a,,
2246,Lrrc49,,
2247,Dbn1,,
2248,Il1b,,
2249,Gm17035,,
2250,S100a4,,
2251,Pnpla6,,
2252,Fkbp1a,,
2253,Tppp3,,
2254,Kcnj15,,
2255,Siglec1,,
2256,Mup-ps1,,
2257,Slk,,
2258,Nid1,,
2259,Nr4a3,,
2260,Impg2,,
2261,Olfr1417,,
2262,Rab20,,
2263,Fads3,,
2264,Lhfpl2,,
2265,Ksr2,,
2266,Rbbp4,,
2267,Tmem150c,,
2268,Cand2,,
2269,Gm17485,,
2270,Gm2442,,
2271,Haus4,,
2272,Zbtb43,,
2273,Slc4a8,,
2274,Gm15737,,
2275,Csgalnact2,,
2276,Iqgap3,,
2277,Rasa4,,
2278,Mafk,,
2279,Eml5,,
2280,4930432K21Rik,,
2281,Gm8566,,
2282,Gm15064,,
2283,Basp1,,
2284,Pdzrn3,,
2285,Trmt2b,,
2286,Gm11870,,
2287,Awat2,,
2288,Cox8a,,
2289,Il1rn,,
2290,Swi5,,
2291,6330416G13Rik,,
2292,Tnpo3,,
2293,Csrnp1,,
2294,Ciapin1,,
2295,Iars,,
2296,Armc10,,
2297,Kdm3b,,
2298,Gng2,,
2299,Akr1b3,,
2300,Asb4,,
2301,Tnfrsf14,,
2302,Dlgap5,,
2303,1110001J03Rik,,
2304,E230013L22Rik,,
2305,Agbl4,,
2306,Slc25a24,,
2307,Nrg2,,
2308,Parp14,,
2309,BC005764,,
2310,Bcl2l14,,
2311,Gipc2,,
2312,Atp5k,,
2313,Cdh3,,
2314,Gm11836,,
2315,Fermt3,,
2316,Spnb5,,
2317,D430001F17Rik,,
2318,Emb,,
2319,Bicd1,,
2320,Gm17245,,
2321,Trim62,,
2322,Ralgapa1,,
2323,Clec5a,,
2324,Dio3os,,
2325,Rnf19b,,
2326,Lage3,,
2327,Mme,,
2328,Gm14070,,
2329,Mdfic,,
2330,Trim35,,
2331,Psmd9,,
2332,Serpinb2,,
2333,Tlr12,,
2334,Bri3bp,,
2335,4930417G10Rik,,
2336,Cyb561d1,,
2337,Usp5,,
2338,Chst14,,
2339,2510002D24Rik,,
2340,1300018I17Rik,,
2341,Prosc,,
2342,Wdr33,,
2343,Gm4189,,
2344,Fcrls,,
2345,Myo7b,,
2346,Slc41a3,,
2347,Serpinb1b,,
2348,Dock11,,
2349,A930007I19Rik,,
2350,Nfkbia,,
2351,Cd52,,
2352,Myo5a,,
2353,Fam49b,,
2354,Arap3,,
2355,Bcas1,,
2356,Pfkfb4,,
2357,B930082K07Rik,,
2358,Ldb3,,
2359,Csf2rb,,
2360,Tspan3,,
2361,Plxna1,,
2362,Il1a,,
2363,Snx18,,
2364,Spink2,,
2365,6720463M24Rik,,
2366,Dlgap4,,
2367,Cacna1b,,
2368,Mtpap,,
2369,Nab2,,
2370,Galnt12,,
2371,Fkbp15,,
2372,Ndufs7,,
2373,Isca1,,
2374,Sort1,,
2375,9930012K11Rik,,
2376,Shmt2,,
2377,Klrb1c,,
2378,Nsun2,,
2379,Tuba1b,,
2380,Jak2,,
2381,Bmp2k,,
2382,Akap5,,
2383,P4ha1,,
2384,Cdkn2b,,
2385,Timm9,,
2386,Klhl6,,
2387,Chmp4b,,
2388,Nfyc,,
2389,Cacnb4,,
2390,Pygb,,
2391,Clic3,,
2392,Gm13372,,
2393,Acot1,,
2394,Gm5637,,
2395,Nradd,,
2396,Agps,,
2397,Ms4a2,,
2398,Mtrr,,
2399,Pan2,,
2400,1700003F12Rik,,
2401,Dapp1,,
2402,Ttl,,
2403,Ube2d1,,
2404,Dnajc4,,
2405,Arl11,,
2406,Noa1,,
2407,Psmg1,,
2408,Nfkb1,,
2409,Dnajc10,,
2410,Ndufb4,,
2411,Nat8b,,
2412,Ncoa3,,
2413,Klf6,,
2414,Pkib,,
2415,Rap2b,,
2416,Paics,,
2417,Stard9,,
2418,Tbxas1,,
2419,Cd180,,
2420,Gm4853,,
2421,Adprh,,
2422,2010002M12Rik,,
2423,Zfp936,,
2424,Heatr2,,
2425,Slc7a11,,
2426,Cox16,,
2427,Egr1,,
2428,Fam57b,,
2429,RP24-386J17.2.1,,
2430,Dpep3,,
2431,Mrpl32,,
2432,Ms4a4d,,
2433,Gm5073,,
2434,2210013O21Rik,,
2435,Il21,,
2436,Cerkl,,
2437,1110007C09Rik,,
2438,Gramd2,,
2439,Ccr1,,
2440,4933425H06Rik,,
2441,Gzma,,
2442,Neil3,,
2443,Cdc42,,
2444,Shisa3,,
2445,Ndrg3,,
2446,Dip2b,,
2447,Parvb,,
2448,Il12rb2,,
2449,Bgn,,
2450,Ppcs,,
2451,Lgals1,,
2452,2810008M24Rik,,
2453,Samd9l,,
2454,Fuca2,,
2455,Klra13-ps,,
2456,Gm2245,,
2457,Gabarapl2,,
2458,Epb4.1l2,,
2459,B130046B21Rik,,
2460,Espl1,,
2461,Ptafr,,
2462,Gm14493,,
2463,Gm10684,,
2464,Pgam1-ps1,,
2465,Tnfsf4,,
2466,Efr3b,,
2467,Tnip3,,
2468,Uck1,,
2469,Gm13789,,
2470,A630055G03Rik,,
2471,Fgr,,
2472,Ccdc136,,
2473,Cybb,,
2474,Chrna9,,
2475,Gm11365,,
2476,Cd96,,
2477,Igdcc4,,
2478,Entpd1,,
2479,Prkcd,,
2480,Hip1,,
2481,Gm16213,,
2482,Gm15996,,
2483,Lass5,,
2484,Gm16704,,
2485,Gm12610,,
2486,Agbl3,,
2487,Slc25a46,,
2488,AC156032.1,,
2489,Gm15895,,
2490,Col5a1,,
2491,Ino80b,,
2492,Akr7a5,,
2493,Gm15629,,
2494,Asna1,,
2495,Pfkm,,
2496,Stk11,,
2497,Zmynd11,,
2498,Txnrd3,,
2499,Mpeg1,,
2500,AA960436,,
2501,Htatsf1,,
2502,Stx17,,
2503,Alox5ap,,
2504,Olfm4,,
2505,Ptpra,,
2506,Mrpl49,,
2507,Izumo4,,
2508,Prm1,,
2509,Mmp3,,
2510,Rasgrp1,,
2511,Gm17222,,
2512,Vav3,,
2513,Tubgcp6,,
2514,Marcksl1,,
2515,Gnpat,,
2516,Sprr1a,,
2517,Cds1,,
2518,B4galt4,,
2519,Tpm1,,
2520,Hexa,,
2521,Lat2,,
2522,Dffa,,
2523,Pgm1,,
2524,Rbms1,,
2525,Tctex1d2,,
2526,Fut7,,
2527,Stx7,,
2528,Ube2v1,,
2529,Ap3b2,,
2530,Coro1c,,
2531,Gm15027,,
2532,Hivep2,,
2533,Prkag1,,
2534,Tmem43,,
2535,BC028528,,
2536,C920021L13Rik,,
2537,Ticam2,,
2538,Polr2b,,
2539,1810030N24Rik,,
2540,Ndufa5,,
2541,Nsun7,,
2542,Atp5j,,
2543,Rhob,,
2544,4933406I18Rik,,
2545,Immt,,
2546,Urod,,
2547,C1qa,,
2548,Naip1,,
2549,Topbp1,,
2550,Txnrd2,,
2551,Hsd3b6,,
2552,Mmp21,,
2553,1700086O06Rik,,
2554,Fech,,
2555,Nrg1,,
2556,B230219D22Rik,,
2557,Fos,,
2558,Adcy7,,
2559,Arhgap24,,
2560,Ccdc18,,
2561,Sema4d,,
2562,Gm15579,,
2563,Gm11619,,
2564,Gm8822,,
2565,Ergic2,,
2566,Gm6377,,
2567,Slc25a38,,
2568,Foxs1,,
2569,Hrk,,
2570,Fam73a,,
2571,Gpr152,,
2572,Galnt3,,
2573,Pilrb2,,
2574,Ugt1a8,,
2575,Tln1,,
2576,Tsc22d4,,
2577,Creb5,,
2578,Glipr1,,
2579,AW112010,,
2580,RP24-89J3.3.1,,
2581,Pacs2,,
2582,Arpc1b,,
2583,Fastkd5,,
2584,Tmem165,,
2585,Slc1a3,,
2586,Capg,,
2587,1500011K16Rik,,
2588,Syngr1,,
2589,Clec4a2,,
2590,Tnfaip2,,
2591,P2rx4,,
2592,Cxx1c,,
2593,Traf3,,
2594,Ttyh3,,
2595,Nedd9,,
2596,Rgag4,,
2597,Mid1ip1,,
2598,Tmem51,,
2599,Lfng,,
2600,Stambpl1,,
2601,Klra3,,
2602,Apba1,,
2603,Mars,,
2604,Mapk1,,
2605,Nin,,
2606,Hspa9,,
2607,Ccdc107,,
2608,Junb,,
2609,5730528L13Rik,,
2610,Arhgap39,,
2611,4930455G09Rik,,
2612,Mrps35,,
2613,Tifa,,
2614,A430018G15Rik,,
2615,Mir5105,,
2616,Ly6a,,
2617,Plk2,,
2618,Ckap4,,
2619,Smpdl3b,,
2620,Slc37a2,,
2621,AA414768,,
2622,Gm13373,,
2623,Ptgds,,
2624,Skil,,
2625,Pfdn1,,
2626,Kif9,,
2627,Sfxn5,,
2628,Ankrd61,,
2629,Gm13069,,
2630,Mmp8,,
2631,Rnf41,,
2632,9030425E11Rik,,
2633,Mettl5,,
2634,Slc27a6,,
2635,Podnl1,,
2636,Afg3l1,,
2637,Capza2,,
2638,Hars2,,
2639,Gbp4,,
2640,Marcks,,
2641,Prss33,,
2642,0610009O20Rik,,
2643,Litaf,,
2644,C230081A13Rik,,
2645,Dcaf12l1,,
2646,Pcdhga8,,
2647,Wdr77,,
2648,Tlr3,,
2649,Ppp1r35,,
2650,Cwf19l1,,
2651,Tmpo,,
2652,Bub1,,
2653,C030017D09Rik,,
2654,Trpv4,,
2655,Dok2,,
2656,Gli3,,
2657,2010013B24Rik,,
2658,Amhr2,,
2659,Syna,,
2660,Gm11669,,
2661,Whsc1l1,,
2662,Tgfbr1,,
2663,Ddrgk1,,
2664,Gm10814,,
2665,Arhgap4,,
2666,Eif5,,
2667,Anln,,
2668,Olfm1,,
2669,Krba1,,
2670,Hdc,,
2671,Exoc6b,,
2672,Ms4a6b,,
2673,Rnf17,,
2674,Dpysl3,,
2675,Gm3604,,
2676,Endou,,
2677,Clk3,,
2678,Psd2,,
2679,Gm15753,,
2680,Stom,,
2681,Mup-ps22,,
2682,Tnfrsf25,,
2683,Ctla2a,,
2684,Sntb2,,
2685,Diap3,,
2686,Jdp2,,
2687,Fam38a,,
2688,Wac,,
2689,Ddx60,,
2690,Mkl1,,
2691,Gm14252,,
2692,Atp8a1,,
2693,Ola1,,
2694,Stx12,,
2695,Ndufb6,,
2696,Pdcd1lg2,,
2697,Rlim,,
2698,Uap1l1,,
2699,Gm17603,,
2700,Poglut1,,
2701,Spsb1,,
2702,Mif,,
2703,Gramd1b,,
2704,5730508B09Rik,,
2705,Asb11,,
2706,Spag4,,
2707,Atp5g3,,
2708,Ano7,,
2709,Hk1,,
2710,Ahnak,,
2711,Crip1,,
2712,Dnmt3a,,
2713,Arid3a,,
2714,Vmn1r90,,
2715,Gm13699,,
