,module 2,module 11,module 16
705,Zfp661,Chrm1,
706,Fam49a,Htr2a,
707,Cdkn2a,Kcnrg,
708,Cd80,Fancg,
709,Gm16578,4932430I15Rik,
710,Clic4,Mast4,
711,Gm8459,Ighv2-9,
712,Cnot1,Cox8b,
713,Gpr113,Zbtb24,
714,Zdhhc21,A330041J22Rik,
715,Isyna1,Trav17,
716,Reep1,Gm12611,
717,Nbn,Igkv3-9,
718,Fhod3,Gm15547,
719,Traf1,Gata1,
720,Syce2,Zfp362,
721,Ak8,Cpxm1,
722,2310008H04Rik,Trav8d-1,
723,Degs2,Pf4,
724,Anxa3,Gm12306,
725,Csnk1e,Igkv6-13,
726,RP24-262G23.4.1,Gm10311,
727,Mcam,Uts2d,
728,Rfx5,9130011J15Rik,
729,Gm11212,5930403N24Rik,
730,Tbc1d12,Ptpn11,
731,C130039O16Rik,Serpina4-ps1,
732,Tfe3,Gm15608,
733,Gm17371,Gm15024,
734,Rbbp8,Pomc,
735,Rilpl2,Ighv5-9-1,
736,Timp3,2010110K18Rik,
737,Gas1,Ighv1-31,
738,Pigx,Gm11252,
739,Slc15a3,Esyt1,
740,Rnf180,Serpinb1a,
741,Gm17272,Ighv8-12,
742,Setd8,Iglv1,
743,Mup-ps15,Chst3,
744,BC056474,Themis,
745,Tmem42,Gm16765,
746,Kcnab2,Zfp933,
747,Il6,Gm14137,
748,Fmnl2,Cdk19,
749,Kntc1,Clec2i,
750,Rrad,Sh2b3,
751,Hivep1,Ighv6-3,
752,F830208F22Rik,Gm17653,
753,Itprip,Cacna1c,
754,Gm17249,Cdv3,
755,B430305J03Rik,Tmem40,
756,Syn3,Pkn3,
757,Scn8a,Vamp7-ps,
758,Gcn1l1,Spna1,
759,Stfa2,Ift81,
760,Mkx,Has2,
761,Adam3,Gm11273,
762,Parvg,Olfr1031,
763,3110043O21Rik,Ighv1-85,
764,Eif2b5,N4bp2l2,
765,Gm14017,Gm13565,
766,Cd40,Igkv3-10,
767,9030418K01Rik,Tubb1,
768,Zswim4,Fam163b,
769,Hdac10,Hsp90b1,
770,Mll1,Hyou1,
771,BC003266,Krit1,
772,Psg22,Ighv1-42,
773,Pkd1l2,Ache,
774,Atp5o,Ntpcr,
775,Aoah,Shoc2,
776,Zyx,St8sia6,
777,Kif5c,Ighv14-1,
778,Cyba,9330132A10Rik,
779,Lpl,Sorbs2,
780,Maml2,Gmpr,
781,Fam129b,A630072L19Rik,
782,Gm15419,Zfyve28,
783,Gm12956,Tctex1d1,
784,E030024N20Rik,C530008M17Rik,
785,Sap30,Ighv2-6-8,
786,Anapc7,Gpr128,
787,Yjefn3,Igkv9-120,
788,Edc3,Prg3,
789,Arhgap8,Arnt2,
790,Fuk,Ttc16,
791,Cd86,Rfc5,
792,Ms4a4b,Gm11953,
793,Enc1,Cep120,
794,Dus4l,Anxa1,
795,Cd93,Kdm4d,
796,Tle2,Ighv5-4,
797,Usp20,Rbx1,
798,Gm15559,Nfe2,
799,Slc38a1,Mcm4,
800,Hdac3,Tnnt3,
801,Plxdc2,Fry,
802,Tubb6,Fbln2,
803,D730040F13Rik,Mgp,
804,Syn1,Mir466i,
805,4933440N22Rik,Gm12936,
806,Gm16096,Cdkn2c,
807,Ergic3,Gm628,
808,Hrh2,Tipin,
809,Serpina3g,Commd4,
810,Zbp1,Wdr65,
811,Msh3,Cd8a,
812,Arhgap31,Cyp4x1,
813,Afap1l2,Gp6,
814,4933437F05Rik,Prss16,
815,Fxyd4,Gm11346,
816,Mctp1,Gm11889,
817,BC042782,Trpc6,
818,Cyth4,Hist1h4d,
819,BC035044,Gm14042,
820,Hcn3,Uba5,
821,Gpr44,Timeless,
822,Anxa2,Gm15880,
823,Coro7,Lemd1,
824,Akr1b10,Kcnk12,
825,Ano6,Gm16737,
826,Amh,Rpl5,
827,Ndufa2,Ptp4a3,
828,Gm17726,Igkv6-32,
829,Naca,Igkv1-135,
830,Cacna1f,Ascc3,
831,RP23-354I24.3.1,Trav10,
832,C330006A16Rik,Nedd4l,
833,Pxn,Rpl34,
834,Dgcr2,Ighd4-1,
835,4930597O21Rik,Serpina1c,
836,Fli1,Syt10,
837,Prps1,Tjp3,
838,Akna,Trbv17,
839,Acot9,Cox4i2,
840,Bcl2l13,Fbxo27,
841,Yars2,0610011L14Rik,
842,Mcoln2,Ccnt1,
843,Fastk,Gm9027,
844,Cklf,Igkv4-71,
845,Ppic,Trim59,
846,Arfgap3,Gm11671,
847,Ccr5,Gxylt2,
848,Pstpip1,Mtap9,
849,Map3k7,Mpl,
850,Nek1,Chi3l7,
851,Ssbp4,Ctnnd2,
852,2410018M08Rik,Ear6,
853,Golt1b,Defb1,
854,Gm16556,Rfx7,
855,Gm12981,Ssna1,
856,Orai2,Cd24a,
857,Ripk3,Rfc2,
858,Gm15479,Epm2aip1,
859,Tifab,Mir369,
860,Naa10,1700092C17Rik,
861,Nfam1,Hells,
862,Cxcl3,Bcl11b,
863,Klrg1,Art4,
864,Ifngr2,Rsu1,
865,Tsc22d3,Col4a3bp,
866,Cd9,Igkv8-30,
867,Gm13644,Traj2,
868,Btk,Wbscr22,
869,Tmem168,Faim3,
870,Wdfy4,Synpo2,
871,Gm16896,Btla,
872,Phpt1,Frmd6,
873,Ddx19a,Cdkl5,
874,Gm16685,Gm16201,
875,Slc2a6,Casc1,
876,Luc7l2,Afp,
877,RP23-398K14.3.1,Ighv9-2,
878,Rab27a,Gpr173,
879,Uba7,Igkv4-86,
880,Prkch,Cd5,
881,Ddx24,Mapkapk5,
882,Wrn,Cpa3,
883,Tmem65,Igkv4-58,
884,Ecscr,Dennd4c,
885,Gm6335,Snx16,
886,Gm17525,Smc4,
887,Pde1b,Gm20521,
888,Hk2,Fnbp1,
889,1700026L06Rik,Phgdh,
890,2810002N01Rik,Ubqln4,
891,Gm15899,Sh3rf3,
892,Ptplad2,Actl7b,
893,2810455O05Rik,1600010F14Rik,
894,Eif4e3.1,Lmtk3,
895,Stat6,Hcrtr1,
896,Adam15,Slc4a11,
897,Duox2,Gm15511,
898,Duoxa2,Wfdc15a,
899,RP23-286E6.3.1,Mmrn1,
900,Adam10,Arl5a,
901,Wdr1,Gm5897,
902,Ndufa13,Ankrd37,
903,Dgcr6,Igkv12-46,
904,Rbl2,Ighv1-52,
905,Fkbp1b,Igkv5-43,
906,Mmp7,Mthfd1l,
907,Foxo4,Gm5643,
908,Gtl3,Nusap1,
909,Cct5,Usp9x,
910,Tmco6,Mir695,
911,St14,Prmt6,
912,Slc7a7,Gdf11,
913,M6pr,Cldn10,
914,Dynlt1-ps1,Nps,
915,Oas1g,Klf8,
916,Mnat1,Igkv3-3,
917,Snx10,Nccrp1,
918,Gm13857,Gm12161,
919,Fstl1,Rabl3,
920,Parp9,Fam109b,
921,Cdk17,1700003D09Rik,
922,Ssbp1,Cdkn1b,
923,Nop16,Ighv4-1,
924,Gpx6,Rpa3,
925,S100a11,Mirlet7d,
926,Znhit6,Hdac6,
927,Med22,Cdhr1,
928,Trp63,Zdhhc12,
929,AC093451.1,Ptprv,
930,Efemp2,Tbc1d10c,
931,Bbs4,Snx3,
932,Coro2a,Gm14965,
933,Auh,Gp9,
934,Ndufs8,Igkj5,
935,Orc5,Ighv1-5,
936,Arhgap10,Alox5,
937,n-R5s67,U12,
938,Lmo4,Slco4c1,
939,Faf1,Arpp21,
940,Mir155,Ncapg2,
941,Bcl9,1700099I09Rik,
942,Tlr4,Snupn,
943,Cd44,9430015G10Rik,
944,AF085738,Tcea1-ps1,
945,Uqcrh,Ighv1-77,
946,Ube2l6,Igkv5-37,
947,Cd53,Morc4,
948,Gm16002,Myo3b,
949,Ssh1,Fndc7,
950,Cbfa2t2,Myb,
951,Cttnbp2nl,Gm12249,
952,4930481B07Rik,Gm15376,
953,Gpr68,1500009L16Rik,
954,Tgfbr2,Igkv14-126,
955,Mlxip,Med6,
956,Gm6569,Ostn,
957,Jun,Gm3550,
958,Gbp5,Tktl1,
959,Ppp1r3d,Ighv1-64,
960,Nckap1l,Ighv1-23,
961,Gm17507,A430078G23Rik,
962,Mkln1,Fam131a,
963,Mefv,Fam120c,
964,Tlr8,Elp4,
965,Gm14005,Gm12220,
966,Cd69,H2afj,
967,RP24-399B3.1.1,Rasa3,
968,Mllt10,Bzw2,
969,Tmed8,Mfsd2b,
970,Myzap,Klra5,
971,2810004N23Rik,Ugt2b37,
972,Hbegf,Fmnl3,
973,Fam203a,Dnajc6,
974,Ms4a4c,Igkv5-48,
975,2410017P09Rik,Stk40,
976,Setbp1,Gng10,
977,Gatsl2,Zfp189,
978,Zzz3,4930558J18Rik,
979,Tnfrsf1b,Pkn1,
980,AI504432,Mir194-1,
981,Stag2,Eif4ebp3,
982,Gm8399,Bank1,
983,Klrk1,Mylip,
984,Ndufa9,Ighv2-9-1,
985,Morn1,4930441O14Rik,
986,Cdk1,Hrh1,
987,Fem1c,Igkv10-94,
988,Tnp2,Aff2,
989,Gm10604,Mad2l2,
990,Nfatc2,Ighv1-80,
991,Oasl1,C1galt1,
992,Wdr41,Mir1905,
993,Psmb10,Lactbl1,
994,Dnmt1,AC027184.1,
995,Gsdmd,Hmgb2,
996,Chrm4,Trappc8,
997,Mxd1,Cenpo,
998,Atp11a,Pcdhb17,
999,Txlnb,Cnr2,
1000,Csdc2,Chek1,
1001,1700066J24Rik,Enox,
1002,Cd226,Irf4,
1003,Osmr,Insl3,
1004,Cxcl9,Rogdi,
1005,Sdc3,Fam122b,
1006,Ptger4,Gm17494,
1007,Gm10443,Yipf6,
1008,Gpr124,Ighv1-72,
1009,Panx1,Ahsa1,
1010,Zdhhc1,Amph,
1011,2810428I15Rik,Trbv13-2,
1012,Gm13836,Gpr34,
1013,Zfp202,Magt1,
1014,Gm12693,Ttc28,
1015,Git2,4930524J08Rik,
1016,AL807764.1,Ighv9-1,
1017,Gm16364,Zfp654,
1018,Celsr3,Gpr1,
1019,Hook2,Mfrp,
1020,Fcgr1,Nsfl1c,
1021,Gm4262,2700094K13Rik,
1022,Gm17461,Ighv8-8,
1023,Elk3,Gm17599,
1024,E2f7,Gm17907,
1025,Tnfaip8l2,Ect2,
1026,1700024N20Rik,Trav9d-1,
1027,Rbfa,Traj1,
1028,March1,Gm15684,
1029,C030005K06Rik,Riiad1,
1030,Ephb2,Gm13231,
1031,Klra7,Ighv2-2,
1032,Frzb,Gm15326,
1033,Dck,Ms4a14,
1034,Osbpl2,Fcrl1,
1035,Trit1,Gm1123,
1036,Ccnl1,Hvcn1,
1037,Pld4,Yme1l1,
1038,Myg1,Cycs,
1039,Rnf114,Tnik,
1040,Api5,Ighv1-26,
1041,Gm22,Dnm1l,
1042,Fam151b,Gm15903,
1043,5830454E08Rik,Trdv2-2,
1044,Dnase1l1,5031434O11Rik,
1045,Nr4a1,Tmem55a,
1046,1700040I03Rik,Slc6a3,
1047,Tnc,Igfn1,
1048,Gsg1,Tex10,
1049,Pak2,Cdk2,
1050,Mx1,Ccnb2,
1051,Galnt6,Abca4,
1052,Mapkapk3,Suv39h1,
1053,Gm15701,Gm17638,
1054,Ssbp3,AC110235.1,
1055,Atp8b2,Igkv6-17,
1056,Tbc1d7,AI314831,
1057,Mdh2,Cdca7l,
1058,Tcf7l1,Ckap2,
1059,Tmem186,Igj,
1060,Gbp9,AL929371.1,
1061,Clec4e,Arpp19,
1062,Gm6030,Igkv4-72,
1063,Rit1,6430531B16Rik,
1064,D830046C22Rik,Uspl1,
1065,Skap2,Slc35e1,
1066,Lyl1,2700081O15Rik,
1067,Sap25,Rltpr,
1068,Hltf,Gm15063,
1069,Selplg,Gm14230,
1070,Grcc10,Ighv1-76,
1071,Gm17499,Loxl1,
1072,Src,Pmm1,
1073,Il33,Def8,
1074,Mrpl21,Samd10,
1075,Muc20,A430046D13Rik,
1076,Zbtb1,Spata24,
1077,Fxn,Btbd7,
1078,Zfp800,Rasgrp2,
1079,Mir697,Fam71a,
1080,Sirpb1c,Sidt1,
1081,Ppat,Hbb-b1,
1082,Ppt1,Rpusd4,
1083,Ehf,Stam,
1084,Ptprj,Gm14335,
1085,Rom1,Ighv1-59,
1086,Mfi2,Extl1,
1087,Celf6,1600012F09Rik,
1088,3110001D03Rik,Tmem170,
1089,Terf2ip,Dmtf1,
1090,Galns,H2afy,
1091,Cdc37l1,Gm6190,
1092,Haus8,Frmd8,
1093,Pqlc3,Kbtbd11,
1094,Gm3788,1810009N23Rik,
1095,Nmt2,Gm10942,
1096,Nod1,Gp1bb,
1097,S100a8,Lepre1,
1098,Mrpl40,F2rl2,
1099,Cxcl5,Igkv2-137,
1100,BC006965,Igkv14-100,
1101,Rnf150,Ccdc62,
1102,Gm8429,Lrch4.1,
1103,H2afy3,Ighv3-1,
1104,Tmem164,Igkv6-25,
1105,Ptbp1,Ldoc1l,
1106,1700066B19Rik,9630033F20Rik,
1107,Cox4nb,Gm16341,
1108,Ccl27a,Mir3074-1,
1109,Ipcef1,Alg12,
1110,Nckipsd,Ighg,
1111,Npdc1,Ppp2r3a,
1112,Scd2,Igkv2-116,
1113,Gm16749,Gm572,
1114,Cd274,Erp44,
1115,Idh3g,Igkv4-80,
1116,Cox4i1,Gm17253,
1117,Tfec,Cit,
1118,Dsc1,Myo18b,
1119,Trdv5,Igkv3-2,
1120,Unc13a,Olfr101,
1121,Ctsf,Prss34,
1122,Ptpn6,Gm16039,
1123,Cdk16,Ighv1-61,
1124,Gm15056,4933437N03Rik,
1125,Procr,B3gnt5,
1126,Mertk,Bpifb4,
1127,Sacs,Ighv1-4,
1128,Fam165b,Traj15,
1129,Snx20,Grk6,
1130,Nap1l2,Neto2,
1131,Gm12523,Ighv1-22,
1132,A4galt,Igkv14-130,
1133,Sirpa,Gfod2,
1134,Gm15841,D5Ertd579e,
1135,Phactr1,Fam65c,
1136,A430105I19Rik,Gm16710,
1137,Pmch,Gm12221,
1138,AC110211.1,Gins1,
1139,Lrrc63,Gm14048,
1140,Rmnd5a,Rnf19a,
1141,Cdnf,Ighv1-49,
1142,Heg1,Igkj4,
1143,Tprkb,Gata3,
1144,Polrmt,Nrgn,
1145,Ccdc36,Gm14769,
1146,Abce1,Eln,
1147,Gm5829,Il27ra,
1148,Emilin1,Mgat3,
1149,Cnksr3,Cr2,
1150,Slc9a1,Slc38a5,
1151,Egr3,Gm10419,
1152,Renbp,Taf2,
1153,Surf2,1700029H14Rik,
1154,Naa35,Dgkz,
1155,Peo1,Gm15657,
1156,Mettl8,Gm12892,
1157,Lrrc25,Agap2,
1158,Elovl7,Ighv1-53,
1159,Arhgap11a,Asns,
1160,Disc1,Ccna2,
1161,Ppap2a,Gm9870,
1162,Plekho2,Garnl3,
1163,Vps13d,Atcay,
1164,Kcnk13,Nwd1,
1165,Klf4,Gm9818,
1166,Rnaseh1,F730016J06Rik,
1167,A630077J23Rik,Igkv8-19,
1168,Hectd3,Eif3d,
1169,Ubtd1,Rbm3,
1170,Immp1l,Lin28a,
1171,Myh9,Gm11263,
1172,Prokr1,Tspan17,
1173,C330013E15Rik,Slc9a2,
1174,Ppp6c,Prpf40a,
1175,Acyp1,Igkv4-63,
1176,Clca1,Dcx,
1177,Stoml2,Klf5,
1178,Chmp3,RP23-71G16.1.1,
1179,Kif15,Piwil4,
1180,Cry2,Gm13032,
1181,Txnl4b,Igkv4-53,
1182,Dtnbp1,Poc1a,
1183,Flna,Krt86,
1184,Gm13179,Ighv1-9,
1185,Tmem203,Tnfrsf13c,
1186,Pigy,Gm17458,
1187,Hmox1,n-R5s202,
1188,Gm15658,Cd63-ps,
1189,Rps6ka3,Grap2,
1190,Gm16118,Ptpla,
1191,Gm16044,Ighv10-1,
1192,Fam53c,Rwdd4a,
1193,Gm9988,Cpa6,
1194,Leprot,Slc2a3,
1195,1700022I11Rik,Cd2,
1196,Nckap5l,Arxes2,
1197,Gm13773,Stoml1,
1198,Golph3l,Stmn2,
1199,4931422A03Rik,Sdcbp2,
1200,Gm13915,Gk5,
1201,Sult1c2,Hoxc5,
1202,Muc13,Ighv5-6,
1203,Kctd19,Gm11773,
1204,Zbtb34,Kcnmb4,
1205,Gm16185,Ube2k,
1206,Tnfsf10,Bsn,
1207,Eno4,Gm7901,
1208,Ppapdc2,Gm15148,
1209,9130230L23Rik,Lef1,
1210,Gm14439,Maoa,
1211,Trappc5,Tapt1,
1212,Akt1,Sv2a,
1213,Tlr13,Kif24,
1214,Gipc1,Gm11967,
1215,Gm15418,Nkain2,
1216,D930007J09Rik,Ccdc34,
1217,Dopey2,Trim33,
1218,Pex10,Tnfsf11,
1219,Aurkaip1,Trbv29,
1220,Myo9b,9930021J03Rik,
1221,Cxcl2,Gm5127,
1222,Ttc12,Igkv6-15,
1223,D130040H23Rik,Ppp1r3e,
1224,Mtap7d3,Tm2d1,
1225,Ndufv1,Twistnb,
1226,Csf1,Ighv7-3,
1227,Trpm2,5830405N20Rik,
1228,Serpina3d-ps,Gm16220,
1229,Senp1,Gm11828,
1230,Sdcbp,2010007H06Rik,
1231,Gm17711,Ccdc127,
1232,Glg1,Lypd6b,
1233,Crebl2,4930403N07Rik,
1234,Hif1a,Cd3d,
1235,Tlr11,Shank1,
1236,Gm10819,Ribc1,
1237,Gm15478,Pyy,
1238,2410004A20Rik,Brcc3,
1239,Olfr541,Gm16336,
1240,Rgs14,Gm17532,
1241,Ube2h,Ighj1,
1242,Fahd2a,Snph,
1243,Mospd3,6330409D20Rik,
1244,Atg4d,Ldlrad1,
1245,Alg6,Camp,
1246,Gm16267,Igkv5-39,
1247,Trmu,Trbv12-2,
1248,Ppm1m,Vwa3b,
1249,Ankrd22,Cx3cr1,
1250,1700042O10Rik,Igkv4-50,
1251,Meig1,Jakmip1,
1252,Gpr107,Igkv1-110,
1253,AL591496.1,Smc6,
1254,Itgb1,Fam76a,
1255,Mup-ps2,Slc39a3,
1256,Rg9mtd3,2610018G03Rik,
1257,1700037C18Rik,2610318N02Rik,
1258,Tbk1,S1pr4,
1259,Vsig2,Klhdc1,
1260,C330021F23Rik,snoCD11,
1261,Vdac3,Gm17623,
1262,2810417H13Rik,Gm17229,
1263,Pilra,Pi4k2b,
1264,Ranbp6,Rcor2,
1265,Retnlg,Actg-ps1,
1266,Eno2,Xkr5,
1267,Hey2,E2f6,
1268,Efhd2,Plp2,
1269,D6Mm5e,Cdkl1,
1270,Cep55,Shc3,
1271,Aqp3,Mrpl24,
1272,Stard3nl,Gm13898,
1273,Lynx1,Zfp608,
1274,Hemk1,Igkv1-133,
1275,Gm336,Tdp1,
1276,Timm10,Clock,
1277,Gm14537,Cacna1i,
1278,Bub1b,Osbp,
1279,Lrrc33,Akap17b,
1280,Usmg5,Prkar2b,
1281,Itga2,Gpr88,
1282,Stx3,Crkl,
1283,Gm6863,Ighj4,
1284,Cfp,Cebpe,
1285,Mrps15,Tril,
1286,Incenp,Gm15572,
1287,Trim46,Ighv2-5,
1288,C1qtnf6,Tpo,
1289,Lpcat2,Prame,
1290,Gm807,Gm10964,
1291,Mib2,Igkv4-91,
1292,Ctsw,2010001M09Rik,
1293,Capzb,Gnaz,
1294,Gm6551,6720489N17Rik,
1295,Strbp,Rgs18,
1296,Zdhhc23,Gm13034,
1297,Adrb1,0610043K17Rik,
1298,Ifi30,Ighv1-62-3,
1299,4930534B04Rik,Ankrd55,
1300,Tlr9,Mbnl3,
1301,Chst12,Rpl6,
1302,Sowahc,Upk1a,
1303,Il17ra,Sfn,
1304,Fam40b,AA543186,
1305,Kit,BC031181,
1306,4921518J05Rik,Rhcg,
1307,Ehmt1,Gm7689,
1308,Mlf2,Dsn1,
1309,Ocrl,Cbwd1,
1310,Tecr,Fhod1,
1311,Bcat1,Spc25,
1312,Gm10606,Ighv14-2,
1313,Taf6l,Gm11914,
1314,Crispld2,Tonsl,
1315,Ms4a6c,Ighv1-34,
1316,Atp7a,Elane,
1317,Cd97,BC030307,
1318,Cysltr2,Igkv14-111,
1319,Gm15051,Ltbp2,
1320,Trafd1,Ighv1-7,
1321,Akr1b8,Ganab,
1322,Arl6ip5,Gm10485,
1323,Gm17583,Gm4631,
1324,Pbk,Lrch4,
1325,Oaz3,Gm15373,
1326,Pqbp1,Ccdc109a,
1327,Coro1b,Ly6g6f,
1328,Itgb2,Setd3,
1329,Zfp513,Cdkn3,
1330,Samhd1,Atmin,
1331,Oas1b,5830403M04Rik,
1332,Irak3,Cd4,
1333,Gm17270,Gbx2,
1334,Hes2,Fancd2,
1335,Arhgdib,Matk,
1336,Pigz,Lrrn2,
1337,D130007C19Rik,Hmha1,
1338,Cd200r1,Fcrla,
1339,Rpf1,1110002J07Rik,
1340,Man1c1,Tnfsf8,
1341,Hps3,Tmem181c-ps,
1342,2610002I17Rik,4930520O04Rik,
1343,Ms4a8a,Cyp11b2,
1344,Rabggtb,Col16a1,
1345,Gm608,Ephb6,
1346,Gm13212,Rab27b,
1347,8430427H17Rik,Dhx30,
1348,Retsat,Gm17552,
1349,Gcet2,Olfr558,
1350,1600029I14Rik,Lck,
1351,Znrf2,Gm9837,
1352,Mapre2,2210417K05Rik,
1353,Eif3b,Il11ra1,
1354,Heatr8,Gm11798,
1355,Kdelr3,Ubxn11,
1356,Stil,Igkv4-70,
1357,A330033J07Rik,A430093F15Rik,
1358,Gsc,Trim32,
1359,Limk1,Trbv16,
1360,Serpinb9,Gm15710,
1361,Adar,Gm3739,
1362,Gpr33,Mcm5,
1363,Gm9581,Gm10433,
1364,Gm16630,Mdh1b,
1365,Hck,Sin3a,
1366,Rem1,1810074P20Rik,
1367,Mfhas1,Ric8b,
1368,Glis3,Amn1,
1369,Cd209a,Tiam1,
1370,Rraga,Zfp9,
1371,Nhsl2,Igkv5-45,
1372,Sestd1,Igkv8-28,
1373,Atp5c1,Snord64,
1374,Mfsd7a,5031434C07Rik,
1375,Gm13991,Gm14321,
1376,Zfp91,Mab21l2,
1377,AI429214,Tradd,
1378,Mmp12,Stmn1,
1379,Zufsp,Dut,
1380,Irg1,Ighv1-50,
1381,2010003O02Rik,Gm17419,
1382,Parp11,Gm6226,
1383,Slc16a9,AC115293.1,
1384,Tigd2,Ube2c,
1385,D2Wsu81e,Thyn1,
1386,Ifng,Ppp2r1b,
1387,Clp1,Trbv5,
1388,Gm10463,Mark3,
1389,Adamts3,Gm16236,
1390,Il34,Zfp831,
1391,Elac1,Cdca8,
1392,4921513D11Rik,Gm15911,
1393,Sbds,Rab11fip5,
1394,Armcx4,Lipn,
1395,Cbx7,Bbs5,
1396,Tmem194,Mms22l,
1397,L3mbtl2,Kndc1,
1398,Gadd45b,Igkv19-93,
1399,Hdac9,AC166903.1,
1400,Gm15354,Anp32b-ps1,
1401,Col4a2,Lama2,
1402,Etv3,Gm9923,
1403,Pldi,A430072P03Rik,
1404,Nat10,Zfp174,
1405,2510009E07Rik,Chit1,
1406,Gle1,Igkv3-5,
1407,Gm12336,,
1408,Dvl1,,
1409,Pfkfb3,,
1410,BC065397,,
1411,Vim,,
1412,Tmem161a,,
1413,Birc2,,
1414,Spc24,,
1415,Rasl12,,
1416,Sh3bgrl3,,
1417,Elmo2,,
1418,Gm12846,,
1419,Eya4,,
1420,Gpbp1l1,,
1421,Oas3,,
1422,2010317E24Rik,,
1423,Ddx4,,
1424,Fbn2,,
1425,Pla2g15,,
1426,Map2k7,,
1427,Impdh1,,
1428,Psap,,
1429,Egr2,,
1430,Cryba4,,
1431,Epsti1,,
1432,Irf8,,
1433,Mir137,,
1434,Gltp,,
1435,Serpina3f,,
1436,Eif3i,,
1437,RP23-358B23.3.1,,
1438,5330426P16Rik,,
1439,Adrm1,,
1440,1700010K24Rik,,
1441,Prkcq,,
1442,Gm14378,,
1443,Cd248,,
1444,Slc25a36,,
1445,Mis18bp1,,
1446,Pml,,
1447,Gm9888,,
1448,Spink5,,
1449,Gm15917,,
1450,Icam1,,
1451,Chst11,,
1452,Olr1,,
1453,Mgll,,
1454,Gpr160,,
1455,Rasgef1b,,
1456,Slc9a8,,
1457,Ido1,,
1458,5430437P03Rik,,
1459,Fam54b,,
1460,Stxbp1,,
1461,H3f3c,,
1462,Supv3l1,,
1463,Slc39a6,,
1464,4930473A06Rik,,
1465,Wars,,
1466,4933426M11Rik,,
1467,4930538K18Rik,,
1468,Wwox,,
1469,Gm15928,,
1470,Tcrg-C,,
1471,Nfkbiz,,
1472,Ywhah,,
1473,Maged2,,
1474,Gm16728,,
1475,Spata2,,
1476,Dyrk4,,
1477,Sall4,,
1478,Tmco4,,
1479,Cdon,,
1480,Tlr2,,
1481,Krt23,,
1482,Accn2,,
1483,Zfyve19,,
1484,Ust,,
1485,D830050J10Rik,,
1486,Zeb2,,
1487,0610009E02Rik,,
1488,Gja4,,
1489,Ciita,,
1490,Il2rg,,
1491,Fam105a,,
1492,Tmem67,,
1493,Pax9,,
1494,Stx2,,
1495,Fyb,,
1496,Zer1,,
1497,Commd8,,
1498,Katnal1,,
1499,Gm867,,
1500,Sh3tc1,,
1501,Adrbk2,,
1502,Sgcb,,
1503,Mtap,,
1504,Ptpro,,
1505,Kcnmb2,,
1506,Arhgap9,,
1507,Gpr132,,
1508,Clnk,,
1509,Pgam5,,
1510,Abi1,,
1511,Bola3,,
1512,Mmp9,,
1513,Kirrel3,,
1514,Nlrc5,,
1515,Asah1,,
1516,Srgn,,
1517,Lcp1,,
1518,Cutc,,
1519,Surf1,,
1520,Cym,,
1521,Lrrc8c,,
1522,Sirpb1a,,
1523,Pdk3,,
1524,Nptx1,,
1525,Dclk1,,
1526,Pdcd4,,
1527,Htr7,,
1528,Gm9917,,
1529,Gpr18,,
1530,Gbgt1,,
1531,1110038F14Rik,,
1532,Gpr141,,
1533,Gm10657,,
1534,Mfsd10,,
1535,Prdm4,,
1536,Atf2,,
1537,Gm16015,,
1538,Hist1h3e,,
1539,6330418K02Rik,,
1540,AI480526,,
1541,Zfp217,,
1542,Snrpd3,,
1543,Gm10134,,
1544,Atad3a,,
1545,Hpcal1,,
1546,Plekhg4,,
1547,Klrc3,,
1548,Pwp1,,
1549,Pitrm1,,
1550,Sepn1,,
1551,Slc2a8,,
1552,Tmem14c,,
1553,Paip2b,,
1554,Rrm2b,,
1555,5031425F14Rik,,
1556,Pum1,,
1557,Macrod1,,
1558,Gad1-ps,,
1559,Fbxl6,,
1560,Creg2,,
1561,Magohb,,
1562,Adamts9,,
1563,Samsn1,,
1564,Gm12841,,
1565,Plcg2,,
1566,Mrpl35,,
1567,Mrpl11,,
1568,Gm10762,,
1569,Blvra,,
1570,Tnfaip6,,
1571,Ly6c1,,
1572,Vma21-ps,,
1573,Dpep2,,
1574,Vegfb,,
1575,Oaz1,,
1576,Gpr15,,
1577,Gm17509,,
1578,Nras,,
1579,Twf2,,
1580,Loxl3,,
1581,Shisa5,,
1582,Abcc5,,
1583,Eno1,,
1584,Sass6,,
1585,Ndufa4,,
1586,E330016A19Rik,,
1587,Eif2b1,,
1588,Iqch,,
1589,2810425M01Rik,,
1590,Gm10644,,
1591,App,,
1592,Gm20412,,
1593,Bin2,,
1594,Fkbp4,,
1595,Fabp4,,
1596,Csnk1g1,,
1597,Hmgn1,,
1598,Zc3h12a,,
1599,Eif5a2,,
1600,Usp25,,
1601,Tppp,,
1602,Ccrl2,,
1603,A530099J19Rik,,
1604,Seh1l,,
1605,Abtb2,,
1606,Rasgrf1,,
1607,Ccl25,,
1608,Upf1,,
1609,Ppcdc,,
1610,Atp5e,,
1611,Trgj4,,
1612,Tmem26,,
1613,Rhoh,,
1614,Kif20b,,
1615,Pip4k2a,,
1616,Gm12928,,
1617,2810422J05Rik,,
1618,Pdgfra,,
1619,Ttc13,,
1620,Gm17351,,
1621,Oasl2,,
1622,4930583H14Rik,,
1623,Slc10a3,,
1624,Tmem171,,
1625,Lypla2,,
1626,Vcam1,,
1627,Pgd,,
1628,Gm15845,,
