,Data Set,Algorithm,Central Prototype,Data Dimension,Center Dimension,Fold,Module Number,GO Significance
0,gse73072_hrv_48_64_control,WGCNA,,,,1,24,12.566196959955725
0,gse73072_hrv_48_64_control,WGCNA,,,,1,25,3151.3520126046924
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,0,24.312414501534953
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,1,107.66327957499065
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,2,6.996111637412067
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,3,66.43029863624288
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,4,2794.011544981926
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,5,492.68781796165
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,6,782.7873802790815
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,7,3362.3803015250214
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,8,63.302833030489175
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,9,366.5757484085217
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,10,4057.027880692642
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,11,1526.9845035556953
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,12,545.1075711062347
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,13,41.70524204138369
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,14,11242.758325165198
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,15,4402.083894981308
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,16,1336.2499748827915
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,17,632.0289766756682
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,18,1490.0006887579532
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,19,325.5571613750619
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,20,513.6348056974309
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,21,242.82010669787965
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,22,320.0433115826798
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,23,1222.1861413843146
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,24,1101.8635152878376
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,25,1964.064076202325
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,26,145.71159825166305
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,27,114.62865782459023
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,28,19.752319418587145
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,29,73.41465271721678
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,30,85.44592618740164
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,31,778.5103661469111
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,32,2313.2249029488144
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,33,387.8789196212177
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,3,34,475.3936810207613
0,gse73072_hrv_48_64_control,WGCNA,,,,3,0,738.3559815904824
0,gse73072_hrv_48_64_control,WGCNA,,,,3,1,180.87710047706915
0,gse73072_hrv_48_64_control,WGCNA,,,,3,2,1158.903668787555
0,gse73072_hrv_48_64_control,WGCNA,,,,3,3,1898.1807495398396
0,gse73072_hrv_48_64_control,WGCNA,,,,3,4,219.49633166495062
0,gse73072_hrv_48_64_control,WGCNA,,,,3,5,3010.291942568888
0,gse73072_hrv_48_64_control,WGCNA,,,,3,6,39882.5714141471
0,gse73072_hrv_48_64_control,WGCNA,,,,3,7,200.2756094183028
0,gse73072_hrv_48_64_control,WGCNA,,,,3,8,2816.6178196875353
0,gse73072_hrv_48_64_control,WGCNA,,,,3,9,1406.9183119582194
0,gse73072_hrv_48_64_control,WGCNA,,,,3,10,595.916140724649
0,gse73072_hrv_48_64_control,WGCNA,,,,3,11,291.1484563208003
0,gse73072_hrv_48_64_control,WGCNA,,,,3,12,1711.287948613475
0,gse73072_hrv_48_64_control,WGCNA,,,,3,13,1359.1518841017423
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,0,154.99895884561863
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,1,570.9757251897495
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,2,18.260415790683624
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,3,7.780967096707203
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,4,65.51101161194889
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,5,252.61021473333642
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,6,537.4983661199298
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,7,519.3703658642728
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,8,210.36137080211233
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,9,2584.0975874514847
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,10,1206.1963431135487
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,11,1180.007768097707
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,12,3277.399177826841
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,13,18779.50912265221
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,14,3130.9590128440695
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,15,54.17420132619344
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,16,28.222161483232917
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,17,287.03048129158424
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,18,5.501099391719436
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,19,24.377881388307586
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,20,617.2441223445833
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,21,192.720730402243
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,22,89.78515587379817
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,23,111.49283449910409
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,24,20.179253145018727
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,25,156.9082976087382
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,26,380.6012933665376
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,27,1418.345235254893
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,28,1916.9633586977957
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,29,533.5518584349552
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,30,1109.204033838489
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,31,1675.1715249103881
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,32,1554.0386480974562
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,33,685.3097187342164
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,1,34,2432.9585442736166
0,gse73072_hrv_48_64,WGCNA,,,,4,0,102.36382452086306
0,gse73072_hrv_48_64,WGCNA,,,,4,1,1047.1190541363594
0,gse73072_hrv_48_64,WGCNA,,,,4,2,323.2099984909672
0,gse73072_hrv_48_64,WGCNA,,,,4,3,167.36506823990555
0,gse73072_hrv_48_64,WGCNA,,,,4,4,20.05179451369767
0,gse73072_hrv_48_64,WGCNA,,,,4,5,60.040979377124806
0,gse73072_hrv_48_64,WGCNA,,,,4,6,1299.3366336134322
0,gse73072_hrv_48_64,WGCNA,,,,4,7,339.68203298835107
0,gse73072_hrv_48_64,WGCNA,,,,4,8,502.81888409583945
0,gse73072_hrv_48_64,WGCNA,,,,4,9,2004.4517546547493
0,gse73072_hrv_48_64,WGCNA,,,,4,10,3395.6653993404307
0,gse73072_hrv_48_64,WGCNA,,,,4,11,3041.159990972831
0,gse73072_hrv_48_64,WGCNA,,,,4,12,15304.110790108252
0,gse73072_hrv_48_64,WGCNA,,,,4,13,4475.010815372063
0,gse73072_hrv_48_64,WGCNA,,,,4,14,54.74130444558251
0,gse73072_hrv_48_64,WGCNA,,,,4,15,49.388729672482945
0,gse73072_hrv_48_64,WGCNA,,,,4,16,3698.597224359051
0,gse73072_hrv_48_64,WGCNA,,,,4,17,5.114594235712207
0,gse73072_hrv_48_64,WGCNA,,,,4,18,26.31432435778391
0,gse73072_hrv_48_64,WGCNA,,,,4,19,1430.0334083365863
0,gse73072_hrv_48_64,WGCNA,,,,4,20,1486.0770094269317
0,gse73072_hrv_48_64,WGCNA,,,,4,21,634.2192222132579
0,gse73072_hrv_48_64,WGCNA,,,,4,22,13.258523711320407
0,gse73072_hrv_48_64,WGCNA,,,,4,23,309.1818284293342
0,gse73072_hrv_48_64,WGCNA,,,,4,24,434.8095367613185
0,gse73072_hrv_48_64,WGCNA,,,,4,25,396.747451326986
0,gse73072_hrv_48_64,WGCNA,,,,4,26,822.8230699951108
0,gse73072_hrv_48_64,WGCNA,,,,4,27,246.77641769842944
0,gse73072_hrv_48_64,WGCNA,,,,4,28,43.910810031728374
0,gse73072_hrv_48_64,WGCNA,,,,4,29,198.8801246011144
0,gse73072_hrv_48_64,WGCNA,,,,4,30,1495.118024759452
0,gse73072_hrv_48_64,WGCNA,,,,4,31,101.49865999926972
0,gse73072_hrv_48_64,WGCNA,,,,4,32,89.45249129968181
0,gse73072_hrv_48_64,WGCNA,,,,4,33,332.02593645732554
0,gse73072_hrv_48_64,WGCNA,,,,4,34,380.8772279587701
0,gse73072_hrv_48_64,WGCNA,,,,4,35,242.85651515341524
0,gse73072_hrv_48_64,WGCNA,,,,4,36,568.7877390502794
0,gse73072_hrv_48_64,WGCNA,,,,4,37,725.0224122648011
0,gse73072_hrv_48_64,WGCNA,,,,0,0,166.5083634810212
0,gse73072_hrv_48_64,WGCNA,,,,0,1,5906.25412336426
0,gse73072_hrv_48_64,WGCNA,,,,0,2,225.34180063437086
0,gse73072_hrv_48_64,WGCNA,,,,0,3,2237.9923594809998
0,gse73072_hrv_48_64,WGCNA,,,,0,4,675.650818886293
0,gse73072_hrv_48_64,WGCNA,,,,0,5,76.03787558970882
0,gse73072_hrv_48_64,WGCNA,,,,0,6,146.9498256016723
0,gse73072_hrv_48_64,WGCNA,,,,0,7,416.09648489894295
0,gse73072_hrv_48_64,WGCNA,,,,0,8,393.37902599138545
0,gse73072_hrv_48_64,WGCNA,,,,0,9,2249.873793040186
0,gse73072_hrv_48_64,WGCNA,,,,0,10,891.3914182619043
0,gse73072_hrv_48_64,WGCNA,,,,0,11,342.47367520222815
0,gse73072_hrv_48_64,WGCNA,,,,0,12,1096.7325569078782
0,gse73072_hrv_48_64,WGCNA,,,,0,13,17440.62904938136
0,gse73072_hrv_48_64,WGCNA,,,,0,14,4380.230883779873
0,gse73072_hrv_48_64,WGCNA,,,,0,15,1333.2858511458555
0,gse73072_hrv_48_64,WGCNA,,,,0,16,16.218176167479157
0,gse73072_hrv_48_64,WGCNA,,,,0,17,811.0167432482308
0,gse73072_hrv_48_64,WGCNA,,,,0,18,1834.9777568908748
0,gse73072_hrv_48_64,WGCNA,,,,0,19,2382.549182126356
0,gse73072_hrv_48_64,WGCNA,,,,0,20,805.3510676505427
0,gse73072_hrv_48_64,WGCNA,,,,0,21,212.32023581908985
0,gse73072_hrv_48_64,WGCNA,,,,0,22,424.3481942267124
0,gse73072_hrv_48_64,WGCNA,,,,0,23,568.8967440479241
0,gse73072_hrv_48_64,WGCNA,,,,0,24,36.52564458346412
0,gse73072_hrv_48_64,WGCNA,,,,0,25,79.37323128761966
0,gse73072_hrv_48_64,WGCNA,,,,0,26,25.57661901696178
0,gse73072_hrv_48_64,WGCNA,,,,0,27,208.4118996071442
0,gse73072_hrv_48_64,WGCNA,,,,0,28,72.20604637089686
0,gse73072_hrv_48_64,WGCNA,,,,0,29,307.1554664533907
0,gse73072_hrv_48_64,WGCNA,,,,0,30,49.150124103718525
0,gse73072_hrv_48_64,WGCNA,,,,0,31,1269.1099544212195
0,gse73072_hrv_48_64,WGCNA,,,,0,32,97.14894929632842
0,gse73072_hrv_48_64,WGCNA,,,,0,33,1933.9267642438408
0,salmonella_Liver_tolerant,WGCNA,,,,2,0,624.7264707644175
0,salmonella_Liver_tolerant,WGCNA,,,,2,1,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,2,2,1557.247236239479
0,salmonella_Liver_tolerant,WGCNA,,,,2,3,436.7123893351962
0,salmonella_Liver_tolerant,WGCNA,,,,2,4,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,2,5,6757.7696128185235
0,salmonella_Liver_tolerant,WGCNA,,,,2,6,5989.814006380385
0,salmonella_Liver_tolerant,WGCNA,,,,2,7,879.8889233738939
0,salmonella_Liver_tolerant,WGCNA,,,,2,8,6.04904468206002
0,salmonella_Liver_tolerant,WGCNA,,,,2,9,83.3440849964911
0,salmonella_Liver_tolerant,WGCNA,,,,2,10,310.1983895971305
0,salmonella_Liver_tolerant,WGCNA,,,,2,11,19.03857814814782
0,salmonella_Liver_tolerant,WGCNA,,,,2,12,300.6221721882471
0,salmonella_Liver_tolerant,WGCNA,,,,2,13,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,2,14,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,2,15,21.246652465458343
0,salmonella_Liver_tolerant,WGCNA,,,,2,16,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,2,17,4071.9467619345137
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,0,91.246147693419
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,1,75.46435988776727
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,2,97.1748543617958
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,3,376.75723843061854
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,4,1005.9764524553995
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,5,404.515906662774
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,6,202.58849120966866
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,7,236.49012329584315
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,8,3315.858515242417
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,9,8986.147320484331
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,10,60.94623124720991
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,11,7256.889979381853
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,12,3877.902495497768
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,13,978.8657299586963
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,14,623.1572847760203
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,15,1997.6638350340415
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,16,246.2573146466647
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,17,287.9750317714562
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,18,5019.065166862214
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,19,2572.627467390196
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,20,553.3420361865637
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,21,3.0301323025449993
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,22,28.558224217258157
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,23,173.23909208688076
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,24,816.4062616312045
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,25,98.09209866315645
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,26,1052.376984063643
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,27,1185.788296575282
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,28,612.5211700763401
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,2,29,986.0313422102174
0,salmonella_Liver_tolerant,WGCNA,,,,1,0,309.0070648479683
0,salmonella_Liver_tolerant,WGCNA,,,,1,1,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,1,2,4528.289265718264
0,salmonella_Liver_tolerant,WGCNA,,,,1,3,430.3883803682592
0,salmonella_Liver_tolerant,WGCNA,,,,1,4,48.80755929415452
0,salmonella_Liver_tolerant,WGCNA,,,,1,5,5063.57778634558
0,salmonella_Liver_tolerant,WGCNA,,,,1,6,1339.3545989191061
0,salmonella_Liver_tolerant,WGCNA,,,,1,7,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,1,8,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,1,9,43.49741224759436
0,salmonella_Liver_tolerant,WGCNA,,,,1,10,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,1,11,204.10292475772897
0,salmonella_Liver_tolerant,WGCNA,,,,1,12,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,1,13,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,1,14,77.34271118069525
0,salmonella_Liver_tolerant,WGCNA,,,,1,15,314.3781304752222
0,salmonella_Liver_tolerant,WGCNA,,,,1,16,3175.767203404476
0,salmonella_Liver_tolerant,WGCNA,,,,1,17,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,1,18,270.76419361769894
0,salmonella_Liver_tolerant,WGCNA,,,,1,19,24.288741067079613
0,salmonella_Liver_tolerant,WGCNA,,,,1,20,216.6936285102098
0,salmonella_Liver_tolerant,WGCNA,,,,1,21,6.8514978742990404
0,salmonella_Liver,WGCNA,,,,3,0,2412.03042774249
0,salmonella_Liver,WGCNA,,,,3,1,359.65294330483414
0,salmonella_Liver,WGCNA,,,,3,2,8837.752343141208
0,salmonella_Liver,WGCNA,,,,3,3,682.444081515639
0,salmonella_Liver,WGCNA,,,,3,4,5044.501289027465
0,salmonella_Liver,WGCNA,,,,3,5,1621.9533628857766
0,salmonella_Liver,WGCNA,,,,3,6,1909.348657575763
0,salmonella_Liver,WGCNA,,,,3,7,1.6833364889417375
0,salmonella_Liver,WGCNA,,,,3,8,214.70298110233864
0,salmonella_Liver,WGCNA,,,,3,9,736.1088988484566
0,salmonella_Liver,WGCNA,,,,3,10,339.34930640455474
0,salmonella_Liver,WGCNA,,,,3,11,228.75455527137797
0,salmonella_Liver,WGCNA,,,,3,12,643.4199333800042
0,salmonella_Liver,WGCNA,,,,3,13,13.995336736760017
0,salmonella_Liver,WGCNA,,,,3,14,986.0755691207088
0,salmonella_Liver,WGCNA,,,,3,15,8.378087405874563
0,salmonella_Liver_tolerant,WGCNA,,,,3,0,2.166634138037516
0,salmonella_Liver_tolerant,WGCNA,,,,3,1,11.085700701005672
0,salmonella_Liver_tolerant,WGCNA,,,,3,2,1284.2447797043574
0,salmonella_Liver_tolerant,WGCNA,,,,3,3,376.0636485792412
0,salmonella_Liver_tolerant,WGCNA,,,,3,4,67.34938939033684
0,salmonella_Liver_tolerant,WGCNA,,,,3,5,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,3,6,5891.882316912575
0,salmonella_Liver_tolerant,WGCNA,,,,3,7,7228.324961867462
0,salmonella_Liver_tolerant,WGCNA,,,,3,8,10.290319826094732
0,salmonella_Liver_tolerant,WGCNA,,,,3,9,5.6442205021815175
0,salmonella_Liver_tolerant,WGCNA,,,,3,10,7.339608395256484
0,salmonella_Liver_tolerant,WGCNA,,,,3,11,212.7529900704775
0,salmonella_Liver_tolerant,WGCNA,,,,3,12,210.9445222305017
0,salmonella_Liver_tolerant,WGCNA,,,,3,13,3371.4725664226867
0,salmonella_Liver_tolerant,WGCNA,,,,3,14,531.6261246653186
0,salmonella_Liver_tolerant,WGCNA,,,,3,15,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,3,16,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,3,17,1.5891547544261857
0,salmonella_Liver_tolerant,WGCNA,,,,3,18,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,3,19,314.7999668621056
0,salmonella_Liver_tolerant,WGCNA,,,,3,20,17.93822795779572
0,salmonella_Liver_tolerant,WGCNA,,,,3,21,48.011887567737574
0,salmonella_Liver_tolerant,WGCNA,,,,3,22,217.73121463715844
0,salmonella_Liver_tolerant,WGCNA,,,,3,23,0.0
0,salmonella_Liver,WGCNA,,,,4,0,2970.3921439328196
0,salmonella_Liver,WGCNA,,,,4,1,1.969118361696645
0,salmonella_Liver,WGCNA,,,,4,2,5782.121636093096
0,salmonella_Liver,WGCNA,,,,4,3,3507.624207066269
0,salmonella_Liver,WGCNA,,,,4,4,665.8162150099246
0,salmonella_Liver,WGCNA,,,,4,5,4875.431986942976
0,salmonella_Liver,WGCNA,,,,4,6,2304.7245504347784
0,salmonella_Liver,WGCNA,,,,4,7,179.9337854492436
0,salmonella_Liver,WGCNA,,,,4,8,1025.6491925050746
0,salmonella_Liver,WGCNA,,,,4,9,360.4032387223725
0,salmonella_Liver,WGCNA,,,,4,10,16.726346770717
0,salmonella_Liver,WGCNA,,,,4,11,415.93430192957123
0,salmonella_Liver,WGCNA,,,,4,12,845.2710238844264
0,salmonella_Liver,WGCNA,,,,4,13,250.5214151520845
0,gse73072_hrv_48_64_control,WGCNA,,,,2,0,37509.03337901305
0,gse73072_hrv_48_64_control,WGCNA,,,,2,1,199.2573819429875
0,gse73072_hrv_48_64_control,WGCNA,,,,2,2,411.8600868741758
0,gse73072_hrv_48_64_control,WGCNA,,,,2,3,898.0300396787898
0,gse73072_hrv_48_64_control,WGCNA,,,,2,4,1831.5724202037163
0,gse73072_hrv_48_64_control,WGCNA,,,,2,5,2028.9712889001967
0,gse73072_hrv_48_64_control,WGCNA,,,,2,6,94.03080954395567
0,gse73072_hrv_48_64_control,WGCNA,,,,2,7,5010.093016529099
0,gse73072_hrv_48_64_control,WGCNA,,,,2,8,304.0922522829617
0,gse73072_hrv_48_64_control,WGCNA,,,,2,9,797.2329665314242
0,gse73072_hrv_48_64_control,WGCNA,,,,2,10,3686.132042024409
0,gse73072_hrv_48_64_control,WGCNA,,,,2,11,3315.7900166894433
0,salmonella_Liver_susceptible,WGCNA,,,,4,0,27.341776378694213
0,salmonella_Liver_susceptible,WGCNA,,,,4,1,0.0
0,salmonella_Liver_susceptible,WGCNA,,,,4,2,12.352756742978903
0,salmonella_Liver_susceptible,WGCNA,,,,4,3,54.61267787203466
0,salmonella_Liver_susceptible,WGCNA,,,,4,4,3.134508773150553
0,salmonella_Liver_susceptible,WGCNA,,,,4,5,633.9091723133811
0,salmonella_Liver_susceptible,WGCNA,,,,4,6,46.75839916162829
0,salmonella_Liver_susceptible,WGCNA,,,,4,7,73.022840010826
0,salmonella_Liver_susceptible,WGCNA,,,,4,8,6798.836274470275
0,salmonella_Liver_susceptible,WGCNA,,,,4,9,84.6264608546002
0,salmonella_Liver_susceptible,WGCNA,,,,4,10,836.6976741229631
0,salmonella_Liver_susceptible,WGCNA,,,,4,11,0.0
0,salmonella_Liver_susceptible,WGCNA,,,,4,12,3726.5086470180177
0,salmonella_Liver_susceptible,WGCNA,,,,4,13,498.30591810208534
0,salmonella_Liver_susceptible,WGCNA,,,,4,14,0.0
0,salmonella_Liver_susceptible,WGCNA,,,,4,15,0.0
0,salmonella_Liver_susceptible,WGCNA,,,,4,16,6.722069848691753
0,salmonella_Liver_susceptible,WGCNA,,,,4,17,19.595354021984463
0,salmonella_Liver_susceptible,WGCNA,,,,4,18,1175.9509270249744
0,salmonella_Liver_susceptible,WGCNA,,,,4,19,0.0
0,salmonella_Liver_susceptible,WGCNA,,,,4,20,4.888553103849
0,salmonella_Liver_susceptible,WGCNA,,,,4,21,0.0
0,salmonella_Liver_susceptible,WGCNA,,,,4,22,76.80339077863475
0,salmonella_Liver_susceptible,WGCNA,,,,4,23,425.66929780228566
0,salmonella_Liver_susceptible,WGCNA,,,,4,24,124.58844717655856
0,salmonella_Liver_susceptible,WGCNA,,,,4,25,22.30676954167879
0,salmonella_Liver_susceptible,WGCNA,,,,4,26,117.61591835648746
0,salmonella_Liver_susceptible,WGCNA,,,,4,27,8.10634694825665
0,salmonella_Liver_susceptible,WGCNA,,,,4,28,32.10011726980163
0,salmonella_Liver_tolerant,WGCNA,,,,0,0,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,0,1,3.59252819978306
0,salmonella_Liver_tolerant,WGCNA,,,,0,2,899.8616708034039
0,salmonella_Liver_tolerant,WGCNA,,,,0,3,364.6780896063406
0,salmonella_Liver_tolerant,WGCNA,,,,0,4,3.136833042463688
0,salmonella_Liver_tolerant,WGCNA,,,,0,5,7657.6458524736145
0,salmonella_Liver_tolerant,WGCNA,,,,0,6,6451.010185056954
0,salmonella_Liver_tolerant,WGCNA,,,,0,7,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,0,8,65.04210262370334
0,salmonella_Liver_tolerant,WGCNA,,,,0,9,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,0,10,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,0,11,139.96213611512997
0,salmonella_Liver_tolerant,WGCNA,,,,0,12,3220.3830771131757
0,salmonella_Liver_tolerant,WGCNA,,,,0,13,1.3114011167171666
0,salmonella_Liver_tolerant,WGCNA,,,,0,14,588.7064756367055
0,salmonella_Liver_tolerant,WGCNA,,,,0,15,0.0
0,salmonella_Liver_tolerant,WGCNA,,,,0,16,16.286413478006804
0,salmonella_Liver_tolerant,WGCNA,,,,0,17,183.3040982188763
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,0,270.1327265560107
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,1,52.88576882194566
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,2,541.3734299978175
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,3,13.775828931752665
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,4,193.80966435982657
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,5,619.3357575734879
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,6,3223.7848830638613
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,7,580.8296787524357
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,8,16.565605449747917
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,9,17.80568991514957
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,10,4259.29430102077
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,11,3741.447830243572
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,12,224.5644119868192
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,13,4622.098715019154
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,14,436.06651927660613
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,15,8590.877595717788
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,16,2953.6939781887513
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,17,274.81653532003486
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,18,127.22005047940075
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,19,1117.8761033790838
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,20,7.049727137818804
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,21,1989.7016843896433
0,gse73072_hrv_48_64_shedder48_64,WGCNA,,,,4,22,1539.104244149901
