,Data Set,Algorithm,Central Prototype,Data Dimension,Center Dimension,Fold,Module Number,BSR,Size
2443,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,1,6,1.0,2165
2444,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,1,7,0.75,1006
2445,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,1,8,1.0,1181
2446,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,1,9,1.0,551
2447,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,1,10,0.75,397
2448,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,1,11,1.0,443
2449,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,1,12,0.75,556
2450,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,1,13,0.75,355
2451,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,1,14,1.0,509
2452,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,1,15,0.75,452
2453,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,1,16,1.0,910
2454,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,1,17,0.75,1069
2455,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,1,18,0.5,944
2456,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,1,19,0.75,576
2457,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,1,20,0.875,372
2458,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,1,21,1.0,648
2459,ebola_Liver_Lethal,WGCNA_LBG,flag_median,2,1,2,0,0.9285714285714286,2258
2460,ebola_Liver_Lethal,WGCNA_LBG,flag_median,2,1,2,1,0.9285714285714286,1684
2461,ebola_Liver_Tolerant,WGCNA_LBG,flag_median,2,1,0,0,1.0,1853
2462,ebola_Liver_Tolerant,WGCNA_LBG,flag_median,2,1,0,1,1.0,2107
2463,ebola_Spleen_Lethal,WGCNA_LBG,flag_median,2,1,4,0,1.0,3393
2464,ebola_Spleen_Lethal,WGCNA_LBG,flag_median,2,1,4,1,0.9285714285714286,624
2465,salmonella_Liver,WGCNA_LBG,flag_median,2,1,3,0,0.75,6521
2466,salmonella_Liver,WGCNA_LBG,flag_median,2,1,3,1,0.75,1865
2467,salmonella_Liver,WGCNA_LBG,flag_median,2,1,3,2,0.75,2522
2468,salmonella_Liver,WGCNA_LBG,flag_median,2,1,3,3,1.0,945
2469,salmonella_Liver,WGCNA_LBG,flag_median,2,1,3,4,0.75,3057
2470,salmonella_Liver,WGCNA_LBG,flag_median,2,1,3,5,0.75,1692
2471,salmonella_Liver,WGCNA_LBG,flag_median,2,1,3,6,0.75,447
2472,salmonella_Liver,WGCNA_LBG,flag_median,2,1,3,7,1.0,667
2473,salmonella_Liver,WGCNA_LBG,flag_median,2,1,3,8,0.75,817
2474,salmonella_Liver,WGCNA_LBG,flag_median,2,1,3,9,1.0,1492
2475,salmonella_Liver,WGCNA_LBG,flag_median,2,1,3,10,0.875,698
2476,salmonella_Liver,WGCNA_LBG,flag_median,2,1,3,11,0.75,1190
2477,salmonella_Liver,WGCNA_LBG,flag_median,2,1,3,12,1.0,788
2478,salmonella_Liver,WGCNA_LBG,flag_median,2,1,3,13,0.75,1857
2479,salmonella_Liver,WGCNA_LBG,flag_median,2,1,3,14,0.75,1286
2480,salmonella_Liver,WGCNA_LBG,flag_median,2,1,3,15,0.75,488
2481,ebola_Liver_Lethal,WGCNA_LBG,flag_median,2,1,0,0,1.0,2134
2482,ebola_Liver_Lethal,WGCNA_LBG,flag_median,2,1,0,1,0.9545454545454546,1823
2483,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,0,0.75,5999
2484,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,1,1.0,548
2485,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,2,0.75,2090
2486,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,3,0.75,1552
2487,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,4,0.75,411
2488,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,5,0.75,304
2489,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,6,0.75,2956
2490,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,7,0.75,2518
2491,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,8,0.75,458
2492,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,9,0.75,932
2493,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,10,0.75,421
2494,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,11,0.75,443
2495,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,12,0.75,580
2496,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,13,0.75,1411
2497,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,14,0.75,407
2498,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,15,0.75,888
2499,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,16,1.0,443
2500,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,17,0.75,392
2501,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,18,0.75,354
2502,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,19,0.75,930
2503,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,20,0.75,500
2504,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,21,0.75,903
2505,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,22,0.75,328
2506,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,3,23,0.75,564
2507,salmonella_Liver,WGCNA_LBG,flag_median,2,1,4,0,0.3333333333333333,5441
2508,salmonella_Liver,WGCNA_LBG,flag_median,2,1,4,1,0.5,2896
2509,salmonella_Liver,WGCNA_LBG,flag_median,2,1,4,2,0.5,3249
2510,salmonella_Liver,WGCNA_LBG,flag_median,2,1,4,3,0.3333333333333333,2346
2511,salmonella_Liver,WGCNA_LBG,flag_median,2,1,4,4,0.3333333333333333,862
2512,salmonella_Liver,WGCNA_LBG,flag_median,2,1,4,5,0.5833333333333333,2921
2513,salmonella_Liver,WGCNA_LBG,flag_median,2,1,4,6,0.75,2152
2514,salmonella_Liver,WGCNA_LBG,flag_median,2,1,4,7,0.75,742
2515,salmonella_Liver,WGCNA_LBG,flag_median,2,1,4,8,0.5833333333333333,1340
2516,salmonella_Liver,WGCNA_LBG,flag_median,2,1,4,9,0.16666666666666666,712
2517,salmonella_Liver,WGCNA_LBG,flag_median,2,1,4,10,0.75,458
2518,salmonella_Liver,WGCNA_LBG,flag_median,2,1,4,11,0.5,481
2519,salmonella_Liver,WGCNA_LBG,flag_median,2,1,4,12,0.5,1569
2520,salmonella_Liver,WGCNA_LBG,flag_median,2,1,4,13,0.5,1163
2521,ebola_Liver,WGCNA_LBG,flag_median,2,1,1,0,1.0,1818
2522,ebola_Liver,WGCNA_LBG,flag_median,2,1,1,1,1.0,2186
2523,ebola_Spleen_Lethal,WGCNA_LBG,flag_median,2,1,0,0,1.0,3380
2524,ebola_Spleen_Lethal,WGCNA_LBG,flag_median,2,1,0,1,0.8571428571428572,640
2525,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,0,0.5833333333333333,6177
2526,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,1,0.16666666666666666,309
2527,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,2,0.75,461
2528,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,3,0.75,629
2529,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,4,0.75,986
2530,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,5,0.5833333333333333,460
2531,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,6,0.75,376
2532,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,7,0.41666666666666663,721
2533,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,8,0.75,1533
2534,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,9,0.5,916
2535,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,10,0.75,812
2536,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,11,0.5833333333333333,536
2537,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,12,0.75,1768
2538,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,13,0.5833333333333333,754
2539,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,14,0.5833333333333333,622
2540,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,15,0.5833333333333333,752
2541,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,16,0.75,1262
2542,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,17,0.5833333333333333,860
2543,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,18,0.75,819
2544,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,19,0.5833333333333333,507
2545,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,20,0.75,1119
2546,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,21,0.3333333333333333,413
2547,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,22,0.75,626
2548,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,23,0.5833333333333333,410
2549,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,24,0.75,547
2550,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,25,0.75,443
2551,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,26,0.75,491
2552,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,27,0.5833333333333333,506
2553,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,4,28,0.3333333333333333,517
2554,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,0,0.75,6718
2555,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,1,0.625,518
2556,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,2,0.625,2499
2557,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,3,0.75,1367
2558,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,4,0.75,394
2559,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,5,0.625,2979
2560,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,6,0.625,3171
2561,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,7,0.75,1053
2562,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,8,0.625,618
2563,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,9,0.75,470
2564,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,10,0.75,493
2565,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,11,0.625,1359
2566,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,12,0.625,1487
2567,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,13,0.625,415
2568,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,14,0.375,1210
2569,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,15,0.625,491
2570,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,16,0.5,695
2571,salmonella_Liver_tolerant,WGCNA_LBG,flag_median,2,1,0,17,0.25,395
2572,ebola_Liver_Tolerant,WGCNA_LBG,flag_median,2,1,3,0,1.0,1970
2573,ebola_Liver_Tolerant,WGCNA_LBG,flag_median,2,1,3,1,0.95,1998
2574,ebola_Liver,WGCNA_LBG,flag_median,2,1,0,0,1.0,1985
2575,ebola_Liver,WGCNA_LBG,flag_median,2,1,0,1,0.9545454545454546,2008
2576,ebola_Spleen_Tolerant,WGCNA_LBG,flag_median,2,1,4,0,0.8571428571428572,510
2577,ebola_Spleen_Tolerant,WGCNA_LBG,flag_median,2,1,4,1,1.0,3510
2578,ebola_Spleen_Lethal,WGCNA_LBG,flag_median,2,1,2,0,0.9545454545454546,3388
2579,ebola_Spleen_Lethal,WGCNA_LBG,flag_median,2,1,2,1,0.8831168831168831,635
2580,ebola_Liver,WGCNA_LBG,flag_median,2,1,2,0,1.0,1852
2581,ebola_Liver,WGCNA_LBG,flag_median,2,1,2,1,0.9285714285714286,2143
2582,ebola_Liver_Lethal,WGCNA_LBG,flag_median,2,1,1,0,1.0,1911
2583,ebola_Liver_Lethal,WGCNA_LBG,flag_median,2,1,1,1,1.0,2053
2584,ebola_Spleen_Lethal,WGCNA_LBG,flag_median,2,1,3,0,0.9,2561
2585,ebola_Spleen_Lethal,WGCNA_LBG,flag_median,2,1,3,1,0.95,1454
2586,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,0,1.0,5244
2587,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,1,0.875,572
2588,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,2,1.0,391
2589,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,3,1.0,1068
2590,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,4,1.0,1247
2591,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,5,0.875,750
2592,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,6,1.0,433
2593,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,7,1.0,533
2594,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,8,0.75,741
2595,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,9,0.875,836
2596,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,10,0.75,451
2597,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,11,0.875,996
2598,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,12,0.75,634
2599,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,13,1.0,583
2600,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,14,1.0,573
2601,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,15,0.75,711
2602,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,16,0.75,765
2603,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,17,1.0,588
2604,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,18,0.875,335
2605,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,19,0.75,1001
2606,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,20,1.0,403
2607,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,21,1.0,453
2608,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,22,1.0,814
2609,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,23,0.875,622
2610,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,24,1.0,478
2611,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,25,0.875,852
2612,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,26,1.0,814
2613,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,27,1.0,401
2614,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,28,0.875,479
2615,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,29,1.0,729
2616,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,30,0.75,415
2617,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,31,0.875,487
2618,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,1,32,1.0,933
2619,ebola_Liver_Lethal,WGCNA_LBG,flag_median,2,1,3,0,1.0,2275
2620,ebola_Liver_Lethal,WGCNA_LBG,flag_median,2,1,3,1,0.95,1687
2621,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,0,0.75,5460
2622,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,1,0.5,870
2623,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,2,0.75,252
2624,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,3,0.875,1850
2625,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,4,0.625,1719
2626,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,5,0.375,370
2627,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,6,1.0,326
2628,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,7,0.875,2049
2629,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,8,0.75,2110
2630,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,9,0.875,421
2631,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,10,0.375,880
2632,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,11,0.625,733
2633,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,12,0.75,336
2634,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,13,0.75,1430
2635,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,14,0.875,306
2636,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,15,0.75,355
2637,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,16,0.625,419
2638,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,17,1.0,322
2639,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,18,0.5,426
2640,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,19,0.375,420
2641,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,20,0.5,1737
2642,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,21,0.75,1030
2643,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,22,0.625,846
2644,salmonella_Liver,WGCNA_LBG,flag_median,2,1,0,23,0.625,1665
2645,ebola_Liver,WGCNA_LBG,flag_median,2,1,3,0,1.0,1942
2646,ebola_Liver,WGCNA_LBG,flag_median,2,1,3,1,0.95,2054
2647,ebola_Liver,WGCNA_LBG,flag_median,2,1,4,0,1.0,1859
2648,ebola_Liver,WGCNA_LBG,flag_median,2,1,4,1,1.0,2144
2649,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,0,1.0,5811
2650,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,1,1.0,822
2651,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,2,0.875,536
2652,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,3,0.875,475
2653,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,4,1.0,578
2654,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,5,1.0,560
2655,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,6,1.0,774
2656,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,7,1.0,1036
2657,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,8,0.875,459
2658,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,9,1.0,908
2659,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,10,0.875,676
2660,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,11,1.0,880
2661,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,12,0.875,1003
2662,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,13,1.0,678
2663,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,14,1.0,436
2664,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,15,1.0,964
2665,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,16,0.875,1009
2666,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,17,1.0,1024
2667,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,18,1.0,815
2668,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,19,1.0,482
2669,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,20,1.0,565
2670,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,21,1.0,386
2671,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,22,1.0,425
2672,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,23,0.875,467
2673,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,24,1.0,642
2674,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,25,1.0,941
2675,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,26,0.875,1220
2676,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,27,1.0,813
2677,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,28,0.875,524
2678,salmonella_Liver_susceptible,WGCNA_LBG,flag_median,2,1,2,29,0.875,423
2679,ebola_Spleen,WGCNA_LBG,flag_median,2,1,4,0,1.0,1625
2680,ebola_Spleen,WGCNA_LBG,flag_median,2,1,4,1,0.9285714285714286,482
2681,ebola_Spleen,WGCNA_LBG,flag_median,2,1,4,2,1.0,1931
2682,salmonella_Liver,WGCNA_LBG,flag_median,1,4,1,0,0.75,2356
2683,salmonella_Liver,WGCNA_LBG,flag_median,1,4,1,1,1.0,1116
2684,salmonella_Liver,WGCNA_LBG,flag_median,1,4,1,2,1.0,2655
2685,salmonella_Liver,WGCNA_LBG,flag_median,1,4,1,3,1.0,1267
2686,salmonella_Liver,WGCNA_LBG,flag_median,1,4,1,4,1.0,3037
2687,salmonella_Liver,WGCNA_LBG,flag_median,1,4,1,5,0.75,992
2688,salmonella_Liver,WGCNA_LBG,flag_median,1,4,1,6,0.75,2307
2689,salmonella_Liver,WGCNA_LBG,flag_median,1,4,1,7,0.75,1355
2690,salmonella_Liver,WGCNA_LBG,flag_median,1,4,1,8,1.0,2464
2691,salmonella_Liver,WGCNA_LBG,flag_median,1,4,1,9,0.5,727
2692,salmonella_Liver,WGCNA_LBG,flag_median,1,4,1,10,0.875,1414
2693,salmonella_Liver,WGCNA_LBG,flag_median,1,4,1,11,0.75,876
2694,salmonella_Liver,WGCNA_LBG,flag_median,1,4,1,12,1.0,2059
2695,salmonella_Liver,WGCNA_LBG,flag_median,1,4,1,13,1.0,1158
2696,salmonella_Liver,WGCNA_LBG,flag_median,1,4,1,14,1.0,1650
2697,salmonella_Liver,WGCNA_LBG,flag_median,1,4,1,15,1.0,899
2698,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,3,0,0.9166666666666667,4877
2699,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,3,1,0.8333333333333333,495
2700,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,3,2,1.0,2073
2701,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,3,3,1.0,1965
2702,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,3,4,0.9444444444444444,1935
2703,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,3,5,1.0,1212
2704,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,3,6,0.9722222222222222,1665
2705,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,3,7,1.0,1330
2706,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,3,8,1.0,1242
2707,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,3,9,0.9722222222222222,828
2708,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,3,10,1.0,1698
2709,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,3,11,0.9444444444444444,1167
2710,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,3,12,0.9722222222222222,1790
2711,ebola_Spleen_Tolerant,WGCNA_LBG,flag_median,1,4,1,0,1.0,2577
2712,ebola_Spleen_Tolerant,WGCNA_LBG,flag_median,1,4,1,1,1.0,1441
2713,ebola_Spleen,WGCNA_LBG,flag_median,1,4,1,0,0.9545454545454546,1786
2714,ebola_Spleen,WGCNA_LBG,flag_median,1,4,1,1,1.0,628
2715,ebola_Spleen,WGCNA_LBG,flag_median,1,4,1,2,1.0,1625
2716,ebola_Spleen,WGCNA_LBG,flag_median,1,4,0,0,0.9285714285714286,2311
2717,ebola_Spleen,WGCNA_LBG,flag_median,1,4,0,1,1.0,1721
2718,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,0,0.9181286549707601,515
2719,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,1,0.7543859649122806,504
2720,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,2,0.5380116959064327,84
2721,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,3,0.7807017543859649,154
2722,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,4,0.8888888888888888,486
2723,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,5,0.7807017543859649,394
2724,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,6,0.9473684210526316,227
2725,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,7,0.9736842105263157,971
2726,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,8,0.9181286549707601,1164
2727,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,9,0.8625730994152047,611
2728,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,10,0.8128654970760234,1831
2729,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,11,0.8888888888888888,1011
2730,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,12,0.8918128654970761,585
2731,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,13,0.8918128654970761,825
2732,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,14,0.8362573099415205,552
2733,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,15,0.9181286549707601,572
2734,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,16,0.9736842105263157,817
2735,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,17,0.8625730994152047,657
2736,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,18,0.9444444444444444,541
2737,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,19,0.9181286549707601,522
2738,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,20,0.8918128654970761,620
2739,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,21,0.9444444444444444,531
2740,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,22,0.5087719298245614,97
2741,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,23,0.9444444444444444,409
2742,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,24,0.9181286549707601,751
2743,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,25,0.8888888888888888,386
2744,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,26,0.8099415204678362,277
2745,gse73072_hrv_48_64,WGCNA_LBG,flag_median,1,4,1,27,0.9444444444444444,562
